idServicio;id;nombreSpa;capacidad;horario
9;3057;Phascogale tapoatafa;129;DIURNO
9;3058;Naja haje;379;COMPLETO
9;3059;Cacatua tenuirostris;66;DIURNO
9;3060;Trichoglossus haematodus moluccanus;301;NOCTURNO
9;3061;Acrobates pygmaeus;337;COMPLETO
9;3062;Agama sp.;303;COMPLETO
9;3063;Lamprotornis superbus;222;NOCTURNO
9;3064;Bos taurus;497;COMPLETO
9;3065;Merops nubicus;260;NOCTURNO
9;3066;Felis wiedi or Leopardus weidi;189;NOCTURNO
9;3067;Varanus sp.;292;DIURNO
9;3068;Pseudalopex gymnocercus;270;COMPLETO
9;3069;Paradoxurus hermaphroditus;9;NOCTURNO
9;3070;Pavo cristatus;378;DIURNO
9;3071;Cyrtodactylus louisiadensis;248;NOCTURNO
9;3072;Pytilia melba;359;NOCTURNO
9;3073;Papio cynocephalus;500;DIURNO
9;3074;Speotyte cuniculata;451;NOCTURNO
9;3075;Melophus lathami;322;COMPLETO
9;3076;Acrobates pygmaeus;200;COMPLETO
9;3077;Nycticorax nycticorax;429;COMPLETO
9;3078;Phoca vitulina;354;COMPLETO
9;3079;Vulpes vulpes;307;COMPLETO
9;3080;Aegypius occipitalis;410;COMPLETO
9;3081;Naja haje;491;COMPLETO
9;3082;Streptopelia senegalensis;114;DIURNO
9;3083;Hystrix cristata;117;COMPLETO
9;3084;Eolophus roseicapillus;351;NOCTURNO
9;3085;Crocuta crocuta;310;DIURNO
9;3086;Chelodina longicollis;296;NOCTURNO
9;3087;Pteropus rufus;282;NOCTURNO
9;3088;Picoides pubescens;59;COMPLETO
9;3089;Ovis ammon;439;DIURNO
9;3090;Macropus rufus;384;COMPLETO
9;3091;Tayassu pecari;36;DIURNO
9;3092;Lorythaixoides concolor;439;NOCTURNO
9;3093;Casmerodius albus;132;NOCTURNO
9;3094;Pavo cristatus;443;DIURNO
9;3095;Diomedea irrorata;104;NOCTURNO
9;3096;Corvus brachyrhynchos;69;NOCTURNO
9;3097;Felis concolor;466;NOCTURNO
9;3098;Antilope cervicapra;116;COMPLETO
9;3099;Ardea golieth;246;NOCTURNO
9;3100;Microcebus murinus;458;COMPLETO
9;3101;Paroaria gularis;314;NOCTURNO
9;3102;Colaptes campestroides;16;DIURNO
9;3103;Hippotragus niger;233;DIURNO
9;3104;Ardea golieth;12;DIURNO
9;3105;Anser caerulescens;452;NOCTURNO
9;3106;Pelecanus occidentalis;301;DIURNO
9;3107;Herpestes javanicus;423;COMPLETO
9;3108;Neophoca cinerea;263;DIURNO
9;3109;Paroaria gularis;15;DIURNO
9;3110;Terathopius ecaudatus;36;NOCTURNO
9;3111;Eurocephalus anguitimens;395;COMPLETO
9;3112;Coluber constrictor;315;NOCTURNO
9;3113;Cervus elaphus;202;COMPLETO
9;3114;Nectarinia chalybea;420;NOCTURNO
9;3115;Papio cynocephalus;106;DIURNO
9;3116;Anathana ellioti;410;NOCTURNO
9;3117;Felis serval;247;NOCTURNO
9;3118;Coluber constrictor foxii;216;COMPLETO
9;3119;Lamprotornis sp.;274;COMPLETO
9;3120;Nectarinia chalybea;268;COMPLETO
9;3121;Nyctea scandiaca;484;NOCTURNO
9;3122;Sus scrofa;430;NOCTURNO
9;3123;Bos frontalis;432;NOCTURNO
9;3124;Tadorna tadorna;22;COMPLETO
9;3125;Oreotragus oreotragus;82;COMPLETO
9;3126;Tayassu pecari;241;NOCTURNO
9;3127;Gopherus agassizii;410;DIURNO
9;3128;Macropus agilis;414;COMPLETO
9;3129;Connochaetus taurinus;365;COMPLETO
9;3130;Otocyon megalotis;132;COMPLETO
9;3131;Spermophilus lateralis;142;DIURNO
9;3132;Bos taurus;318;DIURNO
9;3133;Odocoileus hemionus;23;COMPLETO
9;3134;Didelphis virginiana;166;DIURNO
9;3135;Buteo galapagoensis;186;NOCTURNO
9;3136;Crotalus cerastes;402;COMPLETO
9;3137;Falco mexicanus;119;NOCTURNO
9;3138;Oryx gazella callotis;35;COMPLETO
9;3139;Dipodomys deserti;172;NOCTURNO
9;3140;Nectarinia chalybea;83;NOCTURNO
9;3141;Mazama gouazoubira;171;NOCTURNO
9;3142;Cygnus atratus;172;DIURNO
9;3143;Upupa epops;496;NOCTURNO
9;3144;Varanus sp.;289;COMPLETO
9;3145;Felis yagouaroundi;449;COMPLETO
9;3146;Zenaida galapagoensis;219;DIURNO
9;3147;Gabianus pacificus;493;DIURNO
9;3148;Funambulus pennati;245;DIURNO
9;3149;Trachyphonus vaillantii;86;DIURNO
9;3150;Cebus nigrivittatus;20;NOCTURNO
9;3151;Canis dingo;2;NOCTURNO
9;3152;Platalea leucordia;187;DIURNO
9;3153;unavailable;387;NOCTURNO
9;3154;Acanthaster planci;268;DIURNO
9;3155;Phalaropus fulicarius;477;NOCTURNO
9;3156;Tayassu tajacu;158;DIURNO
9;3157;Macropus rufus;283;NOCTURNO
9;3158;Sarkidornis melanotos;114;COMPLETO
9;3159;Choloepus hoffmani;271;NOCTURNO
9;3160;Lama glama;163;NOCTURNO
9;3161;Panthera leo persica;44;COMPLETO
9;3162;Merops nubicus;423;DIURNO
9;3163;Phalaropus fulicarius;16;NOCTURNO
9;3164;Ara ararauna;312;NOCTURNO
9;3165;Isoodon obesulus;472;DIURNO
9;3166;Graspus graspus;280;NOCTURNO
9;3167;Ovis ammon;478;NOCTURNO
9;3168;Alopochen aegyptiacus;5;DIURNO
9;3169;Acrantophis madagascariensis;170;NOCTURNO
9;3170;Agkistrodon piscivorus;279;COMPLETO
9;3171;Upupa epops;313;NOCTURNO
9;3172;Tragelaphus strepsiceros;83;DIURNO
9;3173;Uraeginthus bengalus;300;NOCTURNO
9;3174;Corvus albicollis;260;DIURNO
9;3175;Bos taurus;437;COMPLETO
9;3176;Upupa epops;93;NOCTURNO
9;3177;Carduelis uropygialis;409;COMPLETO
9;3178;Pseudocheirus peregrinus;101;DIURNO
9;3179;Martes americana;56;NOCTURNO
9;3180;Meleagris gallopavo;46;DIURNO
9;3181;Irania gutteralis;146;DIURNO
9;3182;Axis axis;438;DIURNO
9;3183;Pelecans onocratalus;296;NOCTURNO
9;3184;Marmota caligata;463;DIURNO
9;3185;Francolinus coqui;383;NOCTURNO
9;3186;Nectarinia chalybea;294;COMPLETO
9;3187;Macropus parryi;332;NOCTURNO
9;3188;Pycnonotus barbatus;369;DIURNO
9;3189;Nasua nasua;50;COMPLETO
9;3190;Ceratotherium simum;343;COMPLETO
9;3191;Kobus vardonii vardoni;259;NOCTURNO
9;3192;Tayassu pecari;411;NOCTURNO
9;3193;unavailable;413;NOCTURNO
9;3194;Coluber constrictor foxii;413;NOCTURNO
9;3195;Callorhinus ursinus;227;NOCTURNO
9;3196;Aonyx capensis;12;DIURNO
9;3197;Columba palumbus;203;NOCTURNO
9;3198;Colobus guerza;69;NOCTURNO
9;3199;Snycerus caffer;334;DIURNO
9;3200;Propithecus verreauxi;206;DIURNO
9;3201;Ctenophorus ornatus;274;DIURNO
9;3202;Ploceus intermedius;490;DIURNO
9;3203;Theropithecus gelada;128;NOCTURNO
9;3204;Macropus rufus;10;DIURNO
9;3205;Mephitis mephitis;116;DIURNO
9;3206;Tyto novaehollandiae;222;COMPLETO
9;3207;Sciurus vulgaris;143;COMPLETO
9;3208;Deroptyus accipitrinus;149;DIURNO
9;3209;Felis concolor;359;NOCTURNO
9;3210;Thalasseus maximus;276;COMPLETO
9;3211;Dacelo novaeguineae;283;COMPLETO
9;3212;Fregata magnificans;477;COMPLETO
9;3213;Leptoptilus dubius;199;COMPLETO
9;3214;Corvus albicollis;304;COMPLETO
9;3215;Butorides striatus;252;DIURNO
9;3216;Dasyprocta leporina;457;NOCTURNO
9;3217;Aegypius tracheliotus;129;NOCTURNO
9;3218;Ninox superciliaris;315;COMPLETO
9;3219;Ornithorhynchus anatinus;406;DIURNO
9;3220;Dusicyon thous;217;COMPLETO
9;3221;Sarcorhamphus papa;483;NOCTURNO
9;3222;Irania gutteralis;437;NOCTURNO
9;3223;Corythornis cristata;324;COMPLETO
9;3224;Lamprotornis superbus;190;COMPLETO
9;3225;Vulpes cinereoargenteus;212;DIURNO
9;3226;Felis concolor;170;NOCTURNO
9;3227;Deroptyus accipitrinus;382;DIURNO
9;3228;Spheniscus mendiculus;127;DIURNO
9;3229;Eudyptula minor;370;COMPLETO
9;3230;Chlamydosaurus kingii;243;NOCTURNO
9;3231;Diomedea irrorata;9;DIURNO
9;3232;Echimys chrysurus;246;DIURNO
9;3233;Neotoma sp.;38;COMPLETO
9;3234;Alopex lagopus;150;NOCTURNO
9;3235;Eudyptula minor;112;DIURNO
9;3236;Ardea golieth;101;COMPLETO
9;3237;Falco mexicanus;165;NOCTURNO
9;3238;Eolophus roseicapillus;345;NOCTURNO
9;3239;Himantopus himantopus;185;NOCTURNO
9;3240;Libellula quadrimaculata;324;NOCTURNO
9;3241;Sagittarius serpentarius;187;NOCTURNO
9;3242;Rhea americana;459;NOCTURNO
9;3243;Zosterops pallidus;166;DIURNO
9;3244;Nucifraga columbiana;395;COMPLETO
9;3245;Threskionis aethiopicus;281;NOCTURNO
9;3246;Felis concolor;129;NOCTURNO
9;3247;Myiarchus tuberculifer;456;COMPLETO
9;3248;Phoenicopterus ruber;48;NOCTURNO
9;3249;Nyctanassa violacea;490;NOCTURNO
9;3250;Canis lupus lycaon;364;NOCTURNO
9;3251;Phasianus colchicus;367;DIURNO
9;3252;Pycnonotus nigricans;131;NOCTURNO
9;3253;Pseudocheirus peregrinus;242;NOCTURNO
9;3254;Iguana iguana;419;DIURNO
9;3255;Pavo cristatus;424;NOCTURNO
9;3256;Acridotheres tristis;253;COMPLETO
9;3257;Limnocorax flavirostra;101;DIURNO
9;3258;unavailable;237;COMPLETO
9;3259;Microcavia australis;124;COMPLETO
9;3260;Marmota flaviventris;390;DIURNO
9;3261;Trichosurus vulpecula;39;DIURNO
9;3262;Phoca vitulina;460;NOCTURNO
9;3263;Gazella thompsonii;237;DIURNO
9;3264;Macropus rufogriseus;123;COMPLETO
9;3265;Ursus maritimus;258;COMPLETO
9;3266;Tiliqua scincoides;173;COMPLETO
9;3267;Semnopithecus entellus;421;COMPLETO
9;3268;Chamaelo sp.;104;NOCTURNO
9;3269;Erethizon dorsatum;433;DIURNO
9;3270;Lama pacos;208;DIURNO
9;3271;Columba livia;289;COMPLETO
9;3272;Myotis lucifugus;99;DIURNO
9;3273;Columba palumbus;59;NOCTURNO
9;3274;Taxidea taxus;35;COMPLETO
9;3275;Tetracerus quadricornis;477;NOCTURNO
9;3276;Lutra canadensis;269;DIURNO
9;3277;Tamiasciurus hudsonicus;483;COMPLETO
9;3278;Pteronura brasiliensis;378;DIURNO
9;3279;Platalea leucordia;405;NOCTURNO
9;3280;Macropus fuliginosus;82;DIURNO
9;3281;Dipodomys deserti;300;NOCTURNO
9;3282;Terrapene carolina;208;DIURNO
9;3283;Hyaena hyaena;226;COMPLETO
9;3284;Casmerodius albus;162;COMPLETO
9;3285;Bubo sp.;496;COMPLETO
9;3286;Tyto novaehollandiae;185;NOCTURNO
9;3287;Bucephala clangula;444;COMPLETO
9;3288;Cervus canadensis;64;DIURNO
9;3289;Varanus komodensis;151;NOCTURNO
9;3290;Francolinus coqui;191;DIURNO
9;3291;Tiliqua scincoides;237;NOCTURNO
9;3292;Semnopithecus entellus;441;DIURNO
9;3293;Alopex lagopus;291;COMPLETO
9;3294;Aegypius occipitalis;427;COMPLETO
9;3295;Anser caerulescens;53;COMPLETO
9;3296;Microcebus murinus;295;NOCTURNO
9;3297;Felis concolor;231;DIURNO
9;3298;Naja haje;332;COMPLETO
9;3299;Phalacrocorax brasilianus;294;COMPLETO
9;3300;Corvus brachyrhynchos;414;DIURNO
9;3301;Ceratotherium simum;109;DIURNO
9;3302;Phalaropus lobatus;143;DIURNO
9;3303;Zalophus californicus;393;DIURNO
9;3304;unavailable;8;DIURNO
9;3305;Dipodomys deserti;438;DIURNO
9;3306;Ramphastos tucanus;221;DIURNO
9;3307;Podargus strigoides;407;DIURNO
9;3308;Plectopterus gambensis;372;NOCTURNO
9;3309;Canis lupus baileyi;132;NOCTURNO
9;3310;Sula nebouxii;353;NOCTURNO
9;3311;Macropus eugenii;486;NOCTURNO
9;3312;Callorhinus ursinus;278;COMPLETO
9;3313;Dasyurus maculatus;280;COMPLETO
9;3314;Libellula quadrimaculata;225;COMPLETO
9;3315;Buteo galapagoensis;173;COMPLETO
9;3316;Stenella coeruleoalba;291;COMPLETO
9;3317;Bettongia penicillata;30;COMPLETO
9;3318;Hymenolaimus malacorhynchus;461;COMPLETO
9;3319;Ephipplorhynchus senegalensis;311;NOCTURNO
9;3320;Larus novaehollandiae;248;DIURNO
9;3321;Haematopus ater;326;COMPLETO
9;3322;Varanus sp.;454;DIURNO
9;3323;Lorythaixoides concolor;407;NOCTURNO
9;3324;Corvus albicollis;16;DIURNO
9;3325;Leptoptilos crumeniferus;47;NOCTURNO
9;3326;Corvus albicollis;106;COMPLETO
9;3327;Trichosurus vulpecula;98;DIURNO
9;3328;Crax sp.;448;NOCTURNO
9;3329;Anhinga rufa;399;NOCTURNO
9;3330;Eolophus roseicapillus;188;DIURNO
9;3331;Microcebus murinus;125;DIURNO
9;3332;Axis axis;174;DIURNO
9;3333;Paraxerus cepapi;158;COMPLETO
9;3334;Bucorvus leadbeateri;384;COMPLETO
9;3335;Sus scrofa;475;COMPLETO
9;3336;Plegadis falcinellus;77;NOCTURNO
9;3337;Centrocercus urophasianus;14;DIURNO
9;3338;Ramphastos tucanus;432;DIURNO
9;3339;Chlamydosaurus kingii;424;NOCTURNO
9;3340;Geochelone elephantopus;137;DIURNO
9;3341;Laniarius ferrugineus;240;COMPLETO
9;3342;Antilope cervicapra;259;DIURNO
9;3343;Ploceus rubiginosus;138;COMPLETO
9;3344;Odocoileus hemionus;375;COMPLETO
9;3345;Macropus fuliginosus;40;DIURNO
9;3346;Agelaius phoeniceus;456;NOCTURNO
9;3347;Felis serval;235;NOCTURNO
9;3348;Loris tardigratus;231;NOCTURNO
9;3349;Rangifer tarandus;455;COMPLETO
9;3350;Petaurus norfolcensis;74;NOCTURNO
9;3351;Felis libyca;361;NOCTURNO
9;3352;Pitangus sulphuratus;182;COMPLETO
9;3353;Galictis vittata;260;COMPLETO
9;3354;Herpestes javanicus;394;COMPLETO
9;3355;Marmota flaviventris;329;DIURNO
9;3356;Bucorvus leadbeateri;400;COMPLETO
9;3357;Eremophila alpestris;214;DIURNO
9;3358;Psophia viridis;285;DIURNO
9;3359;Hystrix indica;484;NOCTURNO
9;3360;Macaca radiata;45;COMPLETO
9;3361;Chordeiles minor;495;COMPLETO
9;3362;Paroaria gularis;158;DIURNO
9;3363;Antechinus flavipes;490;NOCTURNO
9;3364;Gyps bengalensis;455;COMPLETO
9;3365;Cercatetus concinnus;26;DIURNO
9;3366;Zosterops pallidus;399;DIURNO
9;3367;Sarkidornis melanotos;298;DIURNO
9;3368;Felis wiedi or Leopardus weidi;427;DIURNO
9;3369;Nycticorax nycticorax;417;COMPLETO
9;3370;Canis latrans;443;COMPLETO
9;3371;Crotalus cerastes;10;NOCTURNO
9;3372;Choloepus hoffmani;86;DIURNO
9;3373;Myotis lucifugus;206;NOCTURNO
9;3374;Myiarchus tuberculifer;472;DIURNO
9;3375;Dendrohyrax brucel;133;DIURNO
9;3376;Felis silvestris lybica;444;DIURNO
9;3377;Hippotragus niger;464;NOCTURNO
9;3378;Megaderma spasma;230;NOCTURNO
9;3379;Bubo virginianus;336;COMPLETO
9;3380;Aonyx capensis;167;DIURNO
9;3381;Uraeginthus bengalus;126;COMPLETO
9;3382;Chauna torquata;415;COMPLETO
9;3383;Phalacrocorax carbo;268;COMPLETO
9;3384;Dendrohyrax brucel;178;NOCTURNO
9;3385;Motacilla aguimp;455;NOCTURNO
9;3386;Tiliqua scincoides;420;COMPLETO
9;3387;Phalaropus fulicarius;412;DIURNO
9;3388;Cervus canadensis;225;DIURNO
9;3389;Erinaceus frontalis;149;NOCTURNO
9;3390;Aquila chrysaetos;150;COMPLETO
9;3391;Eurocephalus anguitimens;258;DIURNO
9;3392;Bucephala clangula;228;DIURNO
9;3393;Vulpes chama;244;DIURNO
9;3394;Paraxerus cepapi;312;COMPLETO
9;3395;Chamaelo sp.;480;DIURNO
9;3396;Zonotrichia capensis;365;NOCTURNO
9;3397;Lophoaetus occipitalis;85;COMPLETO
9;3398;Lepus arcticus;202;NOCTURNO
9;3399;Merops bullockoides;340;NOCTURNO
9;3400;Zosterops pallidus;435;COMPLETO
9;3401;Neophoca cinerea;446;DIURNO
9;3402;Mycteria ibis;7;NOCTURNO
9;3403;Stercorarius longicausus;355;DIURNO
9;3404;Cebus apella;362;DIURNO
9;3405;Gymnorhina tibicen;55;NOCTURNO
9;3406;Anhinga rufa;474;COMPLETO
9;3407;Ursus maritimus;100;COMPLETO
9;3408;Trachyphonus vaillantii;419;DIURNO
9;3409;Varanus sp.;182;COMPLETO
9;3410;Eumetopias jubatus;54;NOCTURNO
9;3411;Odocoileus hemionus;69;NOCTURNO
9;3412;Nannopterum harrisi;230;COMPLETO
9;3413;Propithecus verreauxi;254;COMPLETO
9;3414;Macropus agilis;403;NOCTURNO
9;3415;Cabassous sp.;255;NOCTURNO
9;3416;Psophia viridis;183;NOCTURNO
9;3417;Equus burchelli;116;COMPLETO
9;3418;Marmota caligata;418;DIURNO
9;3419;Lama glama;442;DIURNO
9;3420;Dasypus septemcincus;310;DIURNO
9;3421;Felis silvestris lybica;263;COMPLETO
9;3422;Eunectes sp.;403;COMPLETO
9;3423;Cebus apella;476;NOCTURNO
9;3424;Estrilda erythronotos;257;DIURNO
9;3425;Falco mexicanus;192;NOCTURNO
9;3426;Junonia genoveua;57;DIURNO
9;3427;Microcebus murinus;78;NOCTURNO
9;3428;Mungos mungo;421;COMPLETO
9;3429;unavailable;275;DIURNO
9;3430;Buteo galapagoensis;80;DIURNO
9;3431;Madoqua kirkii;226;COMPLETO
9;3432;Phacochoerus aethiopus;430;DIURNO
9;3433;Xerus sp.;187;COMPLETO
9;3434;Hymenolaimus malacorhynchus;201;DIURNO
9;3435;Zenaida asiatica;245;DIURNO
9;3436;Capreolus capreolus;76;NOCTURNO
9;3437;Larus dominicanus;199;DIURNO
9;3438;Snycerus caffer;268;NOCTURNO
9;3439;Merops nubicus;439;COMPLETO
9;3440;Morelia spilotes variegata;55;COMPLETO
9;3441;Aegypius occipitalis;181;NOCTURNO
9;3442;Estrilda erythronotos;191;NOCTURNO
9;3443;Phalacrocorax brasilianus;298;COMPLETO
9;3444;Streptopelia decipiens;116;DIURNO
9;3445;Recurvirostra avosetta;336;NOCTURNO
9;3446;Paraxerus cepapi;469;COMPLETO
9;3447;Erethizon dorsatum;64;COMPLETO
9;3448;Crotalus cerastes;244;DIURNO
9;3449;Eolophus roseicapillus;446;NOCTURNO
9;3450;Capreolus capreolus;233;DIURNO
9;3451;Lasiorhinus latifrons;85;NOCTURNO
9;3452;Varanus salvator;442;NOCTURNO
9;3453;Dusicyon thous;90;DIURNO
9;3454;Semnopithecus entellus;41;DIURNO
9;3455;Mycteria ibis;377;DIURNO
9;3456;Libellula quadrimaculata;197;DIURNO
9;3457;Alectura lathami;118;COMPLETO
9;3458;Felis concolor;110;DIURNO
9;3459;Mazama gouazoubira;295;NOCTURNO
9;3460;Phoca vitulina;155;NOCTURNO
9;3461;Panthera pardus;108;DIURNO
9;3462;Macropus parryi;384;COMPLETO
9;3463;Castor fiber;492;DIURNO
9;3464;Ephippiorhynchus mycteria;304;DIURNO
9;3465;Oreotragus oreotragus;100;COMPLETO
9;3466;Antilope cervicapra;444;DIURNO
9;3467;Phaethon aethereus;112;DIURNO
9;3468;Merops nubicus;105;NOCTURNO
9;3469;Coluber constrictor;166;NOCTURNO
9;3470;Canis mesomelas;225;COMPLETO
9;3471;Zosterops pallidus;199;NOCTURNO
9;3472;Chlidonias leucopterus;179;NOCTURNO
9;3473;Terrapene carolina;390;NOCTURNO
9;3474;Tachybaptus ruficollis;263;NOCTURNO
9;3475;Neophoca cinerea;198;NOCTURNO
9;3476;Chloephaga melanoptera;35;COMPLETO
9;3477;Mirounga leonina;487;DIURNO
9;3478;Chlamydosaurus kingii;79;COMPLETO
9;3479;Propithecus verreauxi;365;COMPLETO
9;3480;Paroaria gularis;240;DIURNO
9;3481;Trachyphonus vaillantii;471;DIURNO
9;3482;Cracticus nigroagularis;470;DIURNO
9;3483;Phascogale calura;435;DIURNO
9;3484;Haliaeetus leucoryphus;276;DIURNO
9;3485;Petaurus norfolcensis;107;DIURNO
9;3486;Mazama americana;409;NOCTURNO
9;3487;Sauromalus obesus;332;NOCTURNO
9;3488;Papilio canadensis;483;NOCTURNO
9;3489;Hymenolaimus malacorhynchus;357;COMPLETO
9;3490;Lycaon pictus;289;DIURNO
9;3491;Ciconia ciconia;496;COMPLETO
9;3492;Sylvicapra grimma;472;DIURNO
9;3493;Pteronura brasiliensis;29;NOCTURNO
9;3494;Graspus graspus;267;NOCTURNO
9;3495;Pycnonotus barbatus;217;NOCTURNO
9;3496;Speotyte cuniculata;391;DIURNO
9;3497;Felis silvestris lybica;368;NOCTURNO
9;3498;Notechis semmiannulatus;186;NOCTURNO
9;3499;Cracticus nigroagularis;174;DIURNO
9;3500;Giraffe camelopardalis;275;DIURNO
9;3501;Creagrus furcatus;167;DIURNO
9;3502;Phoenicopterus ruber;381;DIURNO
9;3503;Phoca vitulina;487;DIURNO
9;3504;Speotyte cuniculata;3;DIURNO
9;3505;unavailable;472;DIURNO
9;3506;Castor canadensis;39;COMPLETO
9;3507;Damaliscus dorcas;249;NOCTURNO
9;3508;Corallus hortulanus cooki;455;DIURNO
9;3509;Lasiodora parahybana;314;COMPLETO
9;3510;Zosterops pallidus;459;NOCTURNO
9;3511;Myrmecobius fasciatus;74;DIURNO
9;3512;Epicrates cenchria maurus;139;COMPLETO
9;3513;Heloderma horridum;231;DIURNO
9;3514;Felis concolor;29;NOCTURNO
9;3515;Ictalurus furcatus;232;DIURNO
9;3516;Alopex lagopus;355;COMPLETO
9;3517;Crotalus cerastes;274;DIURNO
9;3518;Lama glama;401;NOCTURNO
9;3519;Cebus albifrons;120;NOCTURNO
9;3520;Crotalus adamanteus;3;DIURNO
9;3521;Oxybelis fulgidus;415;DIURNO
9;3522;Gazella granti;109;COMPLETO
9;3523;Dasypus septemcincus;182;COMPLETO
9;3524;Ratufa indica;62;NOCTURNO
9;3525;Axis axis;223;NOCTURNO
9;3526;Hystrix cristata;292;COMPLETO
9;3527;Lepilemur rufescens;84;DIURNO
9;3528;Cracticus nigroagularis;129;DIURNO
9;3529;Balearica pavonina;458;NOCTURNO
9;3530;Ciconia episcopus;343;COMPLETO
9;3531;Parus atricapillus;104;NOCTURNO
9;3532;Spermophilus lateralis;170;NOCTURNO
9;3533;Macaca mulatta;182;DIURNO
9;3534;Rhabdomys pumilio;16;COMPLETO
9;3535;Geochelone elephantopus;486;NOCTURNO
9;3536;Struthio camelus;340;NOCTURNO
9;3537;Larus sp.;8;COMPLETO
9;3538;Pelecans onocratalus;500;COMPLETO
9;3539;Tiliqua scincoides;303;COMPLETO
9;3540;Erinaceus frontalis;190;COMPLETO
9;3541;Anas bahamensis;273;COMPLETO
9;3542;Sarcorhamphus papa;293;COMPLETO
9;3543;Tockus erythrorhyncus;348;NOCTURNO
9;3544;Phalacrocorax niger;194;DIURNO
9;3545;Phalaropus fulicarius;411;DIURNO
9;3546;Francolinus coqui;190;COMPLETO
9;3547;Oxybelis fulgidus;365;NOCTURNO
9;3548;Egretta thula;211;COMPLETO
9;3549;Cacatua tenuirostris;371;DIURNO
9;3550;Leipoa ocellata;485;COMPLETO
9;3551;Anthropoides paradisea;427;NOCTURNO
9;3552;Ammospermophilus nelsoni;274;DIURNO
9;3553;Carduelis uropygialis;492;COMPLETO
9;3554;Larus fuliginosus;210;COMPLETO
9;3555;Nectarinia chalybea;203;DIURNO
9;3556;Marmota flaviventris;170;NOCTURNO
9;3557;Meleagris gallopavo;370;NOCTURNO
9;3558;Spermophilus tridecemlineatus;38;DIURNO
9;3559;Stenella coeruleoalba;296;DIURNO
9;3560;Stenella coeruleoalba;303;COMPLETO
9;3561;Alouatta seniculus;201;DIURNO
9;3562;Limosa haemastica;311;NOCTURNO
9;3563;Isoodon obesulus;358;COMPLETO
9;3564;Tachyglossus aculeatus;163;DIURNO
9;3565;Epicrates cenchria maurus;242;NOCTURNO
9;3566;Eudyptula minor;392;NOCTURNO
9;3567;Chlamydosaurus kingii;301;NOCTURNO
9;3568;Felis libyca;324;DIURNO
9;3569;Cervus elaphus;293;NOCTURNO
9;3570;Pseudocheirus peregrinus;68;COMPLETO
9;3571;Oreamnos americanus;260;COMPLETO
9;3572;Bettongia penicillata;297;NOCTURNO
9;3573;Aegypius tracheliotus;43;COMPLETO
9;3574;Dicrostonyx groenlandicus;179;NOCTURNO
9;3575;Egretta thula;229;COMPLETO
9;3576;Morelia spilotes variegata;436;COMPLETO
9;3577;Francolinus swainsonii;362;COMPLETO
9;3578;Gymnorhina tibicen;410;DIURNO
9;3579;Suricata suricatta;243;NOCTURNO
9;3580;Bubalus arnee;324;DIURNO
9;3581;Macaca nemestrina;38;NOCTURNO
9;3582;Scolopax minor;391;DIURNO
9;3583;Chordeiles minor;350;DIURNO
9;3584;Capreolus capreolus;497;COMPLETO
9;3585;Spermophilus richardsonii;190;NOCTURNO
9;3586;Equus hemionus;183;COMPLETO
9;3587;Buteo jamaicensis;424;DIURNO
9;3588;Madoqua kirkii;223;DIURNO
9;3589;Amazona sp.;314;NOCTURNO
9;3590;Lamprotornis nitens;309;NOCTURNO
9;3591;Nucifraga columbiana;29;COMPLETO
9;3592;Phalaropus fulicarius;334;NOCTURNO
9;3593;Ciconia ciconia;367;DIURNO
9;3594;Nyctea scandiaca;226;COMPLETO
9;3595;Dolichitus patagonum;112;COMPLETO
9;3596;unavailable;260;DIURNO
9;3597;Felis pardalis;483;COMPLETO
9;3598;Ceryle rudis;97;DIURNO
9;3599;Corvus albicollis;224;NOCTURNO
9;3600;Lepus townsendii;446;COMPLETO
9;3601;Mazama gouazoubira;408;COMPLETO
9;3602;Macaca mulatta;12;COMPLETO
9;3603;Anas punctata;359;DIURNO
9;3604;Varanus albigularis;25;DIURNO
9;3605;Proteles cristatus;303;DIURNO
9;3606;Bison bison;109;COMPLETO
9;3607;Deroptyus accipitrinus;410;COMPLETO
9;3608;Turtur chalcospilos;294;DIURNO
9;3609;Francolinus swainsonii;290;DIURNO
9;3610;Raphicerus campestris;452;COMPLETO
9;3611;Varanus salvator;451;COMPLETO
9;3612;Ourebia ourebi;13;COMPLETO
9;3613;Xerus sp.;398;DIURNO
9;3614;Neophoca cinerea;168;DIURNO
9;3615;Anas bahamensis;130;DIURNO
9;3616;Semnopithecus entellus;45;NOCTURNO
9;3617;Helogale undulata;368;NOCTURNO
9;3618;Spheniscus magellanicus;51;DIURNO
9;3619;Coluber constrictor foxii;76;COMPLETO
9;3620;Tiliqua scincoides;288;NOCTURNO
9;3621;Zenaida galapagoensis;40;COMPLETO
9;3622;Ciconia episcopus;146;DIURNO
9;3623;Antidorcas marsupialis;407;DIURNO
9;3624;Tachyglossus aculeatus;465;DIURNO
9;3625;Crotalus cerastes;190;DIURNO
9;3626;Felis chaus;52;NOCTURNO
9;3627;Oxybelis fulgidus;191;NOCTURNO
9;3628;Canis mesomelas;172;NOCTURNO
9;3629;Petaurus norfolcensis;295;DIURNO
9;3630;Mycteria ibis;149;COMPLETO
9;3631;Oncorhynchus nerka;95;NOCTURNO
9;3632;Streptopelia senegalensis;218;NOCTURNO
9;3633;Equus burchelli;296;COMPLETO
9;3634;Spermophilus parryii;14;DIURNO
9;3635;Neophron percnopterus;285;DIURNO
