idFactura;montoTotal;habitacion
6695;1284005;116354
6696;6644614;53952
6697;4682019;73676
6698;4144330;56707
6699;926661;98381
6700;213373;17465
6701;4437734;82077
6702;6335454;95279
6703;2553095;105747
6704;2834559;83742
6705;8472998;76548
6706;334316;65873
6707;82228;108312
6708;4213019;70298
6709;3042039;94382
6710;497011;64621
6711;675905;41703
6712;2359383;98444
6713;6185854;17584
6714;5114254;82963
6715;1269205;17050
6716;6972918;66516
6717;7143473;59653
6718;819602;76598
6719;311828;101768
6720;87361;41814
6721;331868;43048
6722;3164808;64886
6723;9679646;307
6724;7733669;5388
6725;1401941;99363
6726;1874238;62567
6727;4838304;69500
6728;4839553;111324
6729;7806493;54047
6730;7406477;104579
6731;3268621;53772
6732;3090174;60464
6733;3680043;68456
6734;6810909;83074
6735;4852203;73458
6736;8004366;56229
6737;8401720;40683
6738;1183203;101652
6739;669228;23512
6740;8897016;29555
6741;5287582;65978
6742;5260750;89121
6743;5328200;91494
6744;3767790;61460
6745;3022875;9959
6746;8599915;100198
6747;3985246;62371
6748;506305;106101
6749;9141058;112488
6750;4812363;20119
6751;5014559;19334
6752;8721821;76719
6753;3610525;85190
6754;1316452;94324
6755;5083742;59509
6756;4865637;10098
6757;2181288;57960
6758;6915091;75657
6759;4601217;28503
6760;7355306;114681
6761;5445526;34712
6762;8496304;37000
6763;5773170;7793
6764;7281536;68840
6765;7404000;105838
6766;6697083;49870
6767;2617805;59361
6768;3234981;117461
6769;2476629;3458
6770;4675416;107793
6771;6150684;18399
6772;4289834;9439
6773;5846448;82212
6774;9738002;6524
6775;1189027;3050
6776;201522;100659
6777;5630295;65822
6778;2608140;106837
6779;8794788;101356
6780;397788;89258
6781;9460006;22215
6782;7154747;34740
6783;9858810;96211
6784;3858579;41824
6785;7611630;22814
6786;2697899;61842
6787;242175;101532
6788;3999267;106283
6789;1102465;33084
6790;3308258;66600
6791;2703787;29920
6792;3821528;11744
6793;5855726;64628
6794;4382664;77945
6795;1008095;26565
6796;4992860;98925
6797;1017587;119765
6798;1128193;95548
6799;6453765;108573
6800;743204;13210
6801;8202342;403
6802;9381242;91189
6803;1569733;50192
6804;9290530;87810
6805;3789631;80181
6806;3024345;117631
6807;3720497;91428
6808;6596632;90624
6809;4767914;49503
6810;1896924;10431
6811;4429034;46237
6812;5973188;78551
6813;4039505;64497
6814;5398567;42565
6815;8093508;93019
6816;7191482;59669
6817;8024926;95660
6818;347335;60196
6819;409923;15366
6820;568894;57418
6821;9742272;97131
6822;9645695;33980
6823;2293367;23013
6824;1782378;18517
6825;3811123;10949
6826;1252966;116715
6827;4056814;94553
6828;3711953;81451
6829;1828076;101583
6830;8163829;91493
6831;4653473;40708
6832;1584717;45329
6833;7462436;63145
6834;968585;92007
6835;4150965;88369
6836;2998798;66953
6837;6420756;75418
6838;2376103;56861
6839;1852349;111291
6840;8470803;102033
6841;3941956;30741
6842;1955228;110151
6843;6501963;86879
6844;999051;109162
6845;5896989;110060
6846;7021450;50213
6847;8389651;115798
6848;2894128;18136
6849;786223;114534
6850;2854996;61957
6851;5092061;39619
6852;1601296;108421
6853;3261583;39275
6854;7781455;18974
6855;18191;77307
6856;2300089;86002
6857;2423943;118723
6858;4795719;78638
6859;3098111;79953
6860;7969433;89339
6861;5397162;16499
6862;4166972;24956
6863;1620260;89442
6864;4245944;29907
6865;491201;85733
6866;5821959;63631
6867;67047;61333
6868;9992469;2107
6869;9188389;45694
6870;2272879;19994
6871;1997760;20334
6872;3805974;1265
6873;366416;59179
6874;6167166;102977
6875;6592413;101618
6876;4216582;30891
6877;4229040;60323
6878;3603924;1608
6879;7233401;102535
6880;8587168;21658
6881;1087395;86191
6882;1960998;69786
6883;3173824;54252
6884;4322903;22298
6885;8727843;114631
6886;9991307;14782
6887;6911670;113164
6888;7936342;91946
6889;809551;38734
6890;5382980;8699
6891;5339481;7075
6892;3226855;18793
6893;6246616;106511
6894;7871412;102540
6895;4472082;645
6896;8016670;23513
6897;252562;81508
6898;8990330;69830
6899;3181964;3516
6900;5062865;45959
6901;2555298;26251
6902;9728130;61317
6903;6010581;93272
6904;1977162;100763
6905;7247504;11718
6906;8394907;99389
6907;8865254;109550
6908;5068280;105914
6909;4374092;1226
6910;7381518;47555
6911;4369009;12846
6912;6782866;66612
6913;249667;23543
6914;1193741;7095
6915;7747367;71500
6916;470086;71514
6917;4051899;20894
6918;9070402;64173
6919;595811;101234
6920;9574330;60124
6921;7051615;9909
6922;3014586;111632
6923;9596995;30241
6924;2192399;11799
6925;2267019;119191
6926;7188309;5393
6927;353478;31585
6928;1475349;77930
6929;917293;70252
6930;5062454;43328
6931;9551561;4990
6932;1381697;4575
6933;8236357;24673
6934;7450816;52759
6935;4688397;6937
6936;147669;97406
6937;3268789;49759
6938;9718792;63251
6939;8591296;105428
6940;4290885;76322
6941;9404024;47066
6942;2096601;25446
6943;891;52938
6944;775025;87453
6945;7118457;21906
6946;2583244;70108
6947;9950334;12190
6948;1751417;31048
6949;86109;94588
6950;3827756;42605
6951;7446178;34439
6952;9738705;602
6953;9826023;50428
6954;1575205;103697
6955;6199730;54876
6956;5461401;31721
6957;1989951;99935
6958;8754073;74099
6959;9459491;29781
6960;1716722;117877
6961;6030540;81276
6962;2301711;115926
6963;9027881;14105
6964;3401405;81180
6965;6930000;42612
6966;2169312;114114
6967;8930773;32069
6968;2661228;100486
6969;9179902;72265
6970;5805433;111030
6971;859004;35810
6972;2737972;46123
6973;3027339;67996
6974;8037928;74076
6975;7818698;10030
6976;3389042;110764
6977;342301;91496
6978;9327340;43
6979;8656268;86235
6980;4346112;36447
6981;3518085;14770
6982;8590008;46956
6983;9427351;4797
6984;1900595;85764
6985;9069068;17983
6986;6456695;46573
6987;1220116;90149
6988;8055594;95599
6989;9795531;3272
6990;1539861;51105
6991;3640704;21602
6992;8086010;30148
6993;4939269;16417
6994;5429190;21971
6995;2823641;11562
6996;4071761;73062
6997;1586074;108605
6998;1114866;73305
6999;3293478;44489
7000;6564819;91919
7001;8688700;15232
7002;3601673;115911
7003;3388975;57390
7004;2659466;35423
7005;6335837;91157
7006;9039139;80875
7007;6579363;45037
7008;8979346;43619
7009;5157528;51621
7010;5185180;28115
7011;2941925;55104
7012;8889702;50933
7013;6577010;83092
7014;9185195;64919
7015;8703059;46274
7016;6274077;114787
7017;7546151;113242
7018;3192085;17877
7019;7146777;89010
7020;1599701;92083
7021;3576507;79220
7022;2252267;1748
7023;6179130;106510
7024;6090595;83250
7025;3678340;16151
7026;9068880;5120
7027;4266402;37648
7028;6340128;78926
7029;1777011;2746
7030;7118885;91972
7031;1885993;109933
7032;1433986;114357
7033;9293143;27447
7034;7575929;53097
7035;1655935;2758
7036;2209585;23889
7037;4002657;8684
7038;8649883;3662
7039;6198796;27772
7040;5915471;103721
7041;1094793;67070
7042;6568271;41693
7043;4647180;31365
7044;2857802;28421
7045;460868;114353
7046;389224;54354
7047;7647410;14209
7048;64580;85437
7049;3002266;23510
7050;2535640;11498
7051;2747486;7382
7052;1882629;115898
7053;5790027;84833
7054;7321848;39580
7055;6562782;25139
7056;2891433;28509
7057;5333506;60077
7058;6312288;62141
7059;2885732;85260
7060;6688982;35613
7061;8525148;64639
7062;1220636;82481
7063;5593859;35023
7064;2637470;59323
7065;3356885;26045
7066;1166119;92767
7067;1437063;47287
7068;2398893;6992
7069;2597143;112394
7070;8788727;78373
7071;1806470;82614
7072;5325742;76637
7073;8696753;78476
7074;3865303;109139
7075;9710337;14089
7076;3229434;11534
7077;7604800;5175
7078;5396634;119572
7079;3037288;25167
7080;6610890;86875
7081;4828098;39247
7082;734137;90070
7083;8394165;77782
7084;1283182;40293
7085;6333928;17937
7086;1209370;91627
7087;2456693;6910
7088;5515034;72248
7089;9138078;41424
7090;209058;93465
7091;4315881;17281
7092;4317703;63854
7093;1430142;27572
7094;9458257;119893
7095;4835590;8175
7096;1323263;110862
7097;2996248;18610
7098;8399333;67582
7099;6796851;52849
7100;4986997;94369
7101;189057;37565
7102;3830110;24448
7103;956356;50974
7104;3340253;112975
7105;9488375;54492
7106;8253114;40737
7107;7618665;34410
7108;4963201;15646
7109;3913320;7061
7110;9479624;60817
7111;4594775;5978
7112;4378546;41796
7113;7276027;56416
7114;3836433;57027
7115;165990;96278
7116;8065452;43915
7117;1932827;37681
7118;3884032;9763
7119;2438669;752
7120;3227372;82881
7121;1264792;111588
7122;4211150;1943
7123;4899518;63560
7124;7474892;104697
7125;6101770;11365
7126;9468382;89
7127;371588;3841
7128;4335656;12687
7129;7910802;36032
7130;4991401;23551
7131;9697301;35530
7132;204896;78713
7133;8756293;39037
7134;8005794;83851
7135;8849556;36048
7136;7650155;17770
7137;5527953;24624
7138;6809956;94135
7139;7711687;104072
7140;5711370;116358
7141;5009139;30558
7142;9302733;86286
7143;1861930;55249
7144;6649928;93508
7145;280047;7770
7146;5952975;35749
7147;4203487;17015
7148;506302;62370
7149;1809616;82192
7150;7766098;77926
7151;8017091;1613
7152;1756164;22516
7153;6978435;33003
7154;5823043;112035
7155;5538307;44107
7156;7311258;93175
7157;5176192;8664
7158;3812763;86788
7159;2739182;26995
7160;3803649;43287
7161;8302438;112308
7162;9695746;34605
7163;7281395;28455
7164;5269969;18794
7165;8863380;15387
7166;5228421;95901
7167;1547262;80026
7168;7615586;33572
7169;2947466;113531
7170;7258123;31180
7171;2116288;6169
7172;3587583;113273
7173;1525490;74121
7174;6006126;102037
7175;4964217;111143
7176;2495570;51830
7177;3231002;95409
7178;7829092;80967
7179;8451833;66641
7180;291319;60065
7181;299363;48138
7182;269132;89590
7183;5568559;59806
7184;9548388;2520
7185;364389;53733
7186;5955953;72107
7187;9830662;6013
7188;3589803;60341
7189;7836807;605
7190;93197;11105
7191;5310714;38746
7192;2430849;58397
7193;3562819;91713
7194;8478593;91025
7195;9713644;109631
7196;7581189;143
7197;279148;4395
7198;3232031;80826
7199;5059019;108343
7200;9383263;109524
7201;7095855;14155
7202;2835427;72392
7203;5775598;29345
7204;8985811;84108
7205;3849672;107244
7206;6138223;58880
7207;9597388;17691
7208;3543136;66363
7209;2859878;117861
7210;2288106;102203
7211;4286687;118409
7212;6513996;37244
7213;6393633;103486
7214;3748929;89257
7215;3445410;86795
7216;1928507;27595
7217;9332395;60584
7218;7779242;10029
7219;7791410;48274
7220;5523958;117022
7221;7323794;100090
7222;8817662;38259
7223;7387709;66770
7224;2973076;9238
7225;9072192;51080
7226;5393114;19340
7227;7190104;16683
7228;5257916;89341
7229;4313031;53741
7230;9008777;70529
7231;3053155;97946
7232;5569308;46978
7233;3800151;4484
7234;3875648;33663
7235;2759320;110923
7236;5292848;83770
7237;3828004;77958
7238;6383374;22863
7239;2204804;42951
7240;2733935;77102
7241;4512826;85344
7242;2292178;36076
7243;7925687;90005
7244;9088558;31286
7245;2074014;801
7246;8294275;47057
7247;3468299;41624
7248;5676549;30590
7249;1162596;83452
7250;402678;27618
7251;566955;77477
7252;8811616;115995
7253;7298319;78332
7254;1490017;84932
7255;4258345;66507
7256;9743086;98270
7257;7612738;27333
7258;5570094;73825
7259;2036613;74598
7260;4719932;109294
7261;7319001;87186
7262;8766130;15600
7263;9957376;49033
7264;2364325;83671
7265;2292966;8141
7266;3925162;118958
7267;9963080;89919
7268;2906874;42450
7269;9835199;99219
7270;54398;42465
7271;6633721;27340
7272;1018967;48662
7273;2382368;114741
7274;1402069;48550
7275;8361551;52329
7276;2186657;63447
7277;7575381;7779
7278;1045381;63990
7279;3685449;21797
7280;2877928;49817
7281;4070315;22410
7282;920289;47668
7283;2564094;66747
7284;733545;65519
7285;9167292;27979
7286;4207782;38552
7287;3441100;3268
7288;6905821;450
7289;9873854;62984
7290;3018294;36406
7291;5549789;91682
7292;9060528;107624
7293;8751099;102841
7294;4147164;6641
7295;8908066;76832
7296;573530;82805
7297;6419932;73815
7298;4195129;11700
7299;1060389;70236
7300;9858969;96555
7301;983168;27907
7302;1768797;84984
7303;7583970;3529
7304;3023954;69197
7305;4339168;10814
7306;4404683;71518
7307;8119899;22555
7308;7751733;36387
7309;7059299;23904
7310;2997814;93761
7311;5133216;95116
7312;9003675;2921
7313;2985580;54828
7314;6356690;35296
7315;5814976;51263
7316;6035245;31486
7317;133244;38782
7318;5269600;48867
7319;9261081;112847
7320;7952297;54641
7321;9972437;36123
7322;4964586;110005
7323;4190181;7402
7324;7715762;115622
7325;7844795;55214
7326;92032;32916
7327;4422956;89254
7328;9439613;97116
7329;6095806;43121
7330;9733313;52110
7331;8552721;85498
7332;3987829;116341
7333;5480385;85918
7334;8447046;37453
7335;7235040;94091
7336;237774;111230
7337;5363704;30832
7338;8773773;13955
7339;2089931;40040
7340;3971465;55745
7341;8604196;14679
7342;8022377;106888
7343;9742758;105278
7344;2843121;93835
7345;7783492;82754
7346;5593438;29136
7347;1466451;1480
7348;654142;21664
7349;4958136;64837
7350;1115840;105917
7351;4951974;74085
7352;8276958;42294
7353;1598909;69335
7354;4229413;12616
7355;9013479;94840
7356;577071;58631
7357;2505433;61658
7358;7056822;30255
7359;630072;62698
7360;8156093;37415
7361;5113149;5993
7362;5806164;11337
7363;215122;114745
7364;7049582;52075
7365;9829571;119782
7366;1762823;89009
7367;2420257;70102
7368;138319;18447
7369;1860151;25461
7370;3604623;33550
7371;3326842;31025
7372;6691991;92655
7373;2435623;2088
7374;4464474;53244
7375;1072867;30045
7376;7425964;67762
7377;9537349;1103
7378;2435716;59476
7379;4919469;60995
7380;2600708;97160
7381;4800139;60094
7382;6709067;102457
7383;6171965;75618
7384;5362156;29342
7385;5928885;14604
7386;7020883;55860
7387;6163685;1774
7388;5163879;100213
7389;4494015;86169
7390;2572441;41193
7391;8494875;49994
7392;468803;49850
7393;8424532;9867
7394;1163169;102299
7395;6074878;14076
7396;785543;2001
7397;3867935;55945
7398;8269314;51684
7399;5085701;112009
7400;9914805;111743
7401;9245072;57722
7402;1763636;93645
7403;1315840;82632
7404;9739361;1199
7405;2438932;61228
7406;9804588;57987
7407;3294927;58016
7408;2434221;46127
7409;9674088;26377
7410;4369314;62760
7411;4855576;2803
7412;5040814;49970
7413;5790850;43497
7414;8926552;61321
7415;688813;86857
7416;4329782;111923
7417;8574822;94049
7418;8859879;101777
7419;2874870;37469
7420;8741388;5288
7421;7785059;84643
7422;5540223;30639
7423;11317;52766
7424;9933507;4272
7425;9041900;114491
7426;9118247;78359
7427;5144722;65115
7428;7030325;7756
7429;3844911;12052
7430;10799;90381
7431;2623767;18982
7432;8677293;63566
7433;9666605;90561
7434;7181338;105527
7435;9540278;6752
7436;3726007;87214
7437;6709501;105468
7438;8620478;29410
7439;6363509;57252
7440;9372074;24643
7441;7235239;114810
7442;7422001;21226
7443;4770903;6656
7444;1435375;116585
7445;8178356;16079
7446;8218519;4047
7447;7849332;9411
7448;4746447;89108
7449;3106008;29562
7450;3032087;12281
7451;6375464;3170
7452;7124153;50888
7453;6844140;78773
7454;3336710;28812
7455;9095868;46101
7456;1930291;40497
7457;8325101;58980
7458;2463839;89211
7459;257936;3611
7460;747671;19303
7461;7762866;56947
7462;5380347;63820
7463;6965778;55935
7464;7638837;18333
7465;6578259;110315
7466;2688557;69973
7467;1036811;27735
7468;134226;114913
7469;4027430;50267
7470;1799470;92271
7471;1157437;96601
7472;4444443;14174
7473;4413364;73463
7474;2405972;3466
7475;2876042;29242
7476;2459095;48802
7477;7228867;55626
7478;7578732;39898
7479;3775802;87057
7480;9145523;21465
7481;7055516;34655
7482;9696966;27031
7483;667669;111789
7484;5603728;84110
7485;3362062;89057
7486;8284576;113825
7487;8165080;61992
7488;2713191;80094
7489;6684804;36836
7490;1709948;2002
7491;9469563;77763
7492;3936757;66233
7493;9599343;117859
7494;221016;118500
7495;6200578;118372
7496;2294894;43859
7497;5613274;56610
7498;8967359;79123
7499;5488025;20515
7500;7822987;115921
7501;7743819;58003
7502;3169075;70208
7503;5525475;78296
7504;4822333;85848
7505;4367501;36071
7506;83237;9441
7507;9165692;31735
7508;2815993;96040
7509;4998156;80362
7510;198148;23090
7511;1191725;55397
7512;3335153;61446
7513;2226866;6949
7514;4905734;6188
7515;8015694;60977
7516;7276041;104977
7517;6199442;52738
7518;3845040;99392
7519;6337902;30803
7520;3109504;118791
7521;6147644;62301
7522;7997288;68879
7523;3737363;48991
7524;2502542;115435
7525;6061503;89069
7526;5382866;43774
7527;1619404;71988
7528;5001955;1272
7529;5866963;94431
7530;9974218;601
7531;5876306;28506
7532;6442332;40523
7533;1760372;105547
7534;8775562;71291
7535;4873038;95764
7536;6736494;74220
7537;4289844;89461
7538;4595370;81838
7539;8833348;1201
7540;842723;19130
7541;7710486;110777
7542;3791923;49859
7543;8575549;38660
7544;765650;46390
7545;817186;3825
7546;7222963;62789
7547;2994;14290
7548;5470389;112251
7549;1093610;113046
7550;5255823;4912
7551;8230425;57907
7552;1285959;18246
7553;4846704;12494
7554;4660010;81791
7555;2466664;36614
7556;9172248;46457
7557;3168259;84182
7558;4313055;83959
7559;5196105;52132
7560;7190171;82972
7561;8498080;29449
7562;9260749;54558
7563;4864295;38021
7564;1504707;60873
7565;9876274;89404
7566;7233675;58560
7567;424057;37860
7568;3133925;87958
7569;8564981;37843
7570;969019;21530
7571;9998346;32491
7572;1208105;103891
7573;6984663;97681
7574;7279928;61099
7575;9783193;1099
7576;9802811;76674
7577;6676192;101396
7578;8553000;11279
7579;6112269;507
7580;9184054;46283
7581;5126773;68460
7582;3207081;433
7583;6328018;59490
7584;1397492;103027
7585;3690247;77197
7586;9098983;24433
7587;2439990;72166
7588;6737847;57728
7589;8062523;41498
7590;409025;44507
7591;6510705;73290
7592;237139;23507
7593;1633958;83728
7594;3107391;9598
7595;6572050;49805
7596;3541452;81443
7597;5408632;39074
7598;7025293;104079
7599;4627110;13655
7600;7911118;114291
7601;2419063;55704
7602;8850368;49185
7603;1204138;60458
7604;9907742;4400
7605;1913882;15840
7606;2814309;35132
7607;943751;20630
7608;2557015;91353
7609;2829268;98119
7610;865080;116659
7611;7319039;4342
7612;223482;101762
7613;2484812;13961
7614;4896852;40619
7615;6337308;15389
7616;1276409;112860
7617;4681267;25670
7618;3658378;94121
7619;7209627;9492
7620;2434728;17355
7621;2966649;2339
7622;2254819;100097
7623;6287846;39646
7624;3405670;107528
7625;5199954;106321
7626;302780;58885
7627;4993793;55130
7628;8740465;35058
7629;7078085;31751
7630;3953772;104847
7631;3554255;37807
7632;1393497;25377
7633;7038943;119357
7634;5964321;57143
7635;3775544;80474
7636;7348730;93583
7637;1731567;27622
7638;2211408;9199
7639;5469878;18331
7640;6557080;82417
7641;2458881;33699
7642;9966713;64671
7643;1321886;18401
7644;5320768;117625
7645;2405314;52027
7646;7340154;89952
7647;1109850;23347
7648;9160281;105045
7649;6914335;89512
7650;9859907;20949
7651;4461748;78712
7652;3050601;109853
7653;5208486;18379
7654;7106443;38692
7655;1754409;65666
7656;1793339;46208
7657;5510549;41585
7658;6990850;77435
7659;1662538;12233
7660;2784447;37724
7661;1742805;1333
7662;8407334;77749
7663;2370788;14885
7664;232723;107055
7665;2148938;8787
7666;7618827;22445
7667;8979929;81823
7668;9246165;118077
7669;3912000;4038
7670;3832756;34979
7671;357755;23283
7672;1991117;78592
7673;6808472;77973
7674;344346;95721
7675;6203908;50157
7676;4763937;68633
7677;9786243;13090
7678;4582834;64473
7679;7718203;31608
7680;313126;32401
7681;8719508;57831
7682;7848520;34122
7683;8640071;90061
7684;4678491;57116
7685;9438657;30139
7686;151124;70439
7687;4189749;37750
7688;8183362;58908
7689;2510782;88822
7690;4614997;85721
7691;2675546;110646
7692;3088686;32708
7693;7271167;118404
7694;4375110;71991
7695;1426351;54352
7696;8045613;13062
7697;7697968;86336
7698;9026301;97435
7699;4141894;16518
7700;866008;50074
7701;3844252;94352
7702;3389418;61652
7703;4612237;23336
7704;3180770;60649
7705;4490305;116377
7706;9874707;56979
7707;4475126;67787
7708;3967227;39796
7709;6324424;15589
7710;2212770;33069
7711;4830124;105012
7712;8211812;25453
7713;3902451;79387
7714;1848004;67763
7715;5395868;115263
7716;155319;4243
7717;6605071;90626
7718;3574930;3214
7719;408057;49732
7720;8270566;82853
7721;2154424;85732
7722;5906964;50873
7723;372414;31135
7724;9393386;31602
7725;6584170;5055
7726;2994198;102997
7727;3453598;26136
7728;3494217;43472
7729;7517015;86724
7730;5157125;49046
7731;8201393;30568
7732;5252306;105065
7733;1319533;44790
7734;9647690;45459
7735;2460193;62273
7736;309192;4056
7737;2229302;6887
7738;8297698;95919
7739;5886586;12200
7740;1051032;103100
7741;9015154;117607
7742;7383664;41078
7743;2199245;50874
7744;637342;21859
7745;2368138;42335
7746;8119970;41195
7747;3757796;109669
7748;859716;55842
7749;3703066;10051
7750;3616040;70666
7751;3482415;90405
7752;6591889;55473
7753;3751995;71776
7754;327589;104643
7755;2103445;69358
7756;4613363;82907
7757;6904121;11761
7758;70121;3397
7759;3697194;29517
7760;9772142;74859
7761;1274435;105593
7762;577842;96340
7763;4484018;45509
7764;8707988;72129
7765;3050787;110667
7766;5963077;76721
7767;2568951;78967
7768;435846;31509
7769;3081908;71376
7770;2006464;33947
7771;8616736;60776
7772;1002343;80026
7773;3345901;37378
7774;2515532;79124
7775;3265637;95740
7776;4595746;95655
7777;8212178;56870
7778;6778262;75114
7779;2253404;65192
7780;7592718;20250
7781;8611331;89659
7782;8425602;23022
7783;3826487;38280
7784;3300565;88243
7785;670754;42986
7786;7109379;21571
7787;7040760;68121
7788;7940651;30110
7789;5012473;115851
7790;7341757;38077
7791;9662806;88398
7792;3988684;69582
7793;4172086;31055
7794;8202465;46323
7795;8037097;99529
7796;1226541;34060
7797;3501615;21671
7798;3033865;1775
7799;1489976;75462
7800;8097219;46797
7801;448147;11062
7802;6624053;68272
7803;3179322;49224
7804;6256500;115799
7805;8820051;80631
7806;8808431;61267
7807;3950055;87724
7808;1000516;86660
7809;7583731;77044
7810;7142288;89997
7811;4069517;16596
7812;283722;83591
7813;9589825;17912
7814;4245633;112149
7815;7281339;94705
7816;2744896;36813
7817;1902462;4298
7818;9368425;41780
7819;2415586;7916
7820;9523261;20385
7821;3478267;36313
7822;9490176;7600
7823;2171403;10995
7824;1218736;26952
7825;9022503;89004
7826;3147030;76011
7827;5931727;46715
7828;4672593;103585
7829;1067213;109911
7830;4548574;13807
7831;7688517;23686
7832;7909862;62117
7833;5043096;117266
7834;6609734;97031
7835;1885069;59078
7836;5561519;14100
7837;277194;8449
7838;9490254;83797
7839;506773;97782
7840;5705948;43865
7841;8030291;89455
7842;7476283;45794
7843;8024095;73031
7844;5307913;43756
7845;1231383;3269
7846;6623059;32988
7847;4025674;44322
7848;2668544;4149
7849;6369155;34642
7850;8408527;99090
7851;6895671;57619
7852;8689233;4965
7853;9769454;118252
7854;5683734;114520
7855;3483126;72076
7856;1289691;20852
7857;89613;30403
7858;5230581;93192
7859;6354689;19921
7860;4776093;36992
7861;9815812;84762
7862;4058799;115596
7863;3168892;2454
7864;488044;570
7865;9503362;117080
7866;4012721;29004
7867;2423672;112323
7868;6798125;18592
7869;8367370;92733
7870;8181293;70857
7871;7572374;28211
7872;3902630;12625
7873;7100455;118700
7874;9752197;16794
7875;2501260;31344
7876;8265085;25075
7877;7083657;96356
7878;4083676;39205
7879;5726669;30184
7880;5626907;17443
7881;8445458;91443
7882;4465882;6626
7883;7799395;73990
7884;884055;78229
7885;4038591;18660
7886;4287807;27778
7887;7444753;73383
7888;1004216;99424
7889;4328238;101273
7890;321960;68637
7891;4791877;10170
7892;2511718;40793
7893;2121987;23310
7894;1543757;94733
7895;2337662;70219
7896;5617184;17427
7897;7468992;20919
7898;8267793;98864
7899;1227567;73167
7900;8403021;63949
7901;6019935;80973
7902;6999441;110610
7903;7058261;30409
7904;5972838;51006
7905;5315768;108168
7906;3377281;1176
7907;9843224;85769
7908;8624934;91808
7909;7861525;37755
7910;9172679;100920
7911;9020791;110114
7912;3150696;912
7913;9290308;30802
7914;6081114;41120
7915;91939;70410
7916;7699940;119632
7917;1329489;1119
7918;1186979;79528
7919;5602282;92527
7920;1355276;49698
7921;7190040;29264
7922;8870391;60044
7923;8614971;103745
7924;2276461;110795
7925;4856491;98116
7926;9333569;93306
7927;6400945;80314
7928;1973087;23635
7929;169483;71279
7930;5465319;8225
7931;4984146;86472
7932;4547802;4922
7933;2295504;22372
7934;4228413;119903
7935;9473905;30523
7936;4151707;40426
7937;1875301;30736
7938;4585110;122
7939;9658909;58834
7940;3020834;30382
7941;5424985;110783
7942;5539405;105240
7943;5322886;47082
7944;564279;38167
7945;2043044;117824
7946;9238333;5844
7947;8278144;81902
7948;8026544;64231
7949;5204268;11411
7950;4916753;45390
7951;8603874;31125
7952;3752414;87361
7953;1406202;72362
7954;1226295;113941
7955;6220054;12433
7956;9753727;3496
7957;3150174;30398
7958;2441638;99591
7959;1086225;85265
7960;1475264;26651
7961;5340074;2311
7962;7947513;89633
7963;1319022;37413
7964;3429515;61351
7965;3007203;50785
7966;9046115;60727
7967;4010856;114363
7968;3983175;73195
7969;6278879;44274
7970;2031127;9912
7971;1536846;58629
7972;8452766;107718
7973;7065540;92993
7974;7598633;11118
7975;3415118;44983
7976;3969900;44846
7977;2648020;29844
7978;596997;87790
7979;1897167;7335
7980;4521288;106077
7981;8235813;31152
7982;9091713;7540
7983;2264540;91687
7984;2682541;99959
7985;1956071;70066
7986;2548767;37087
7987;4673269;90738
7988;2565757;47167
7989;2824473;5118
7990;2638637;54570
7991;3255679;98582
7992;6199896;77000
7993;2460259;78772
7994;173186;81652
7995;2807944;51550
7996;760900;104279
7997;7471249;93331
7998;2702284;48672
7999;7205352;8521
8000;6664893;88674
8001;8859031;83470
8002;1597893;4719
8003;6567303;119083
8004;2612285;68155
8005;1532855;102074
8006;8766838;95206
8007;3522846;48583
8008;3926118;111360
8009;6987587;100229
8010;1617358;42115
8011;5787677;15787
8012;8667584;13340
8013;6632206;364
8014;8961210;68582
8015;1471911;90636
8016;1317534;119781
8017;7661403;66666
8018;9350664;16409
8019;1599318;7021
8020;4784430;67889
8021;4818366;38134
8022;4105780;87118
8023;3540840;66496
8024;2041979;73429
8025;5297042;104758
8026;5184320;52036
8027;6773709;83632
8028;2491352;84041
8029;5380087;14083
8030;1906317;6059
8031;1339874;96711
8032;3788269;47431
8033;1548429;41974
8034;3377626;42000
8035;3533403;4121
8036;7263327;104610
8037;7347956;56214
8038;1324505;19057
8039;4915962;92406
8040;1977240;80274
8041;5483064;19705
8042;9916960;58732
8043;1469462;57926
8044;6930870;76342
8045;9575140;62022
8046;2033182;92184
8047;8734739;92956
8048;9808003;82288
8049;257781;91404
8050;1183439;58397
8051;2336403;113299
8052;2902937;13817
8053;1661725;105373
8054;7435801;11591
8055;2308731;104619
8056;7212625;27427
8057;5813978;37824
8058;7767875;13468
8059;6865077;839
8060;2173542;58354
8061;7869103;88961
8062;9565853;99751
8063;7063629;26416
8064;5191722;45905
8065;1892928;19628
8066;4596127;21849
8067;1835048;61232
8068;1973713;14163
8069;5298150;101646
8070;4283144;36688
8071;4404780;114650
8072;8052768;21306
8073;9175610;87309
8074;6632544;41848
8075;4115163;91700
8076;360020;75975
8077;6997477;39065
8078;548469;36214
8079;791520;101084
8080;4340624;99309
8081;9999524;26768
8082;9527177;95549
8083;9684121;98544
8084;6977353;54558
8085;9950265;16954
8086;5043497;29111
8087;4547289;58137
8088;4168200;18141
8089;99061;48402
8090;981525;59003
8091;7117173;90185
8092;8948581;27460
8093;1011114;78237
8094;253434;36372
8095;4637608;53671
8096;3091872;16877
8097;7851765;51343
8098;7503768;83273
8099;4961575;3227
8100;8385799;107448
8101;7645465;39656
8102;1305274;21807
8103;1634265;72724
8104;2733472;102515
8105;250500;38862
8106;5979132;74882
8107;7811809;68083
