idServicio;id;nombreSupermercado;horario
10;1595;Business Services;DIURNO
10;1596;Major Banks;DIURNO
10;1597;Biotechnology: Biological Products (No Diagnostic Substances);DIURNO
10;1598;Natural Gas Distribution;COMPLETO
10;1599;Property-Casualty Insurers;COMPLETO
10;1600;Department/Specialty Retail Stores;DIURNO
10;1601;Other Specialty Stores;COMPLETO
10;1602;n/a;DIURNO
10;1603;n/a;COMPLETO
10;1604;n/a;DIURNO
10;1605;Oil - Gas Production;DIURNO
10;1606;Major Chemicals;COMPLETO
10;1607;Medical/Nursing Services;DIURNO
10;1608;Major Pharmaceuticals;COMPLETO
10;1609;n/a;COMPLETO
10;1610;Major Pharmaceuticals;COMPLETO
10;1611;Telecommunications Equipment;COMPLETO
10;1612;Major Pharmaceuticals;DIURNO
10;1613;Other Specialty Stores;DIURNO
10;1614;Investment Managers;NOCTURNO
10;1615;Farming/Seeds/Milling;DIURNO
10;1616;Other Consumer Services;COMPLETO
10;1617;Other Specialty Stores;DIURNO
10;1618;EDP Services;DIURNO
10;1619;Industrial Specialties;DIURNO
10;1620;Medical/Dental Instruments;COMPLETO
10;1621;Auto Parts:O.E.M.;NOCTURNO
10;1622;Medical/Dental Instruments;NOCTURNO
10;1623;n/a;DIURNO
10;1624;Real Estate Investment Trusts;NOCTURNO
10;1625;n/a;DIURNO
10;1626;Metal Fabrications;DIURNO
10;1627;n/a;COMPLETO
10;1628;Investment Managers;COMPLETO
10;1629;Industrial Machinery/Components;DIURNO
10;1630;n/a;NOCTURNO
10;1631;Real Estate Investment Trusts;NOCTURNO
10;1632;Electronic Components;COMPLETO
10;1633;n/a;NOCTURNO
10;1634;Specialty Chemicals;DIURNO
10;1635;Air Freight/Delivery Services;NOCTURNO
10;1636;Air Freight/Delivery Services;DIURNO
10;1637;Metal Fabrications;DIURNO
10;1638;Electrical Products;COMPLETO
10;1639;n/a;COMPLETO
10;1640;n/a;DIURNO
10;1641;Finance: Consumer Services;COMPLETO
10;1642;Major Banks;DIURNO
10;1643;Industrial Machinery/Components;COMPLETO
10;1644;Building Materials;COMPLETO
10;1645;Broadcasting;DIURNO
10;1646;Medical/Dental Instruments;COMPLETO
10;1647;Major Pharmaceuticals;NOCTURNO
10;1648;n/a;NOCTURNO
10;1649;Advertising;COMPLETO
10;1650;Major Pharmaceuticals;COMPLETO
10;1651;Catalog/Specialty Distribution;COMPLETO
10;1652;Industrial Machinery/Components;DIURNO
10;1653;n/a;DIURNO
10;1654;Business Services;COMPLETO
10;1655;Medical/Dental Instruments;NOCTURNO
10;1656;n/a;COMPLETO
10;1657;n/a;DIURNO
10;1658;Electronic Components;DIURNO
10;1659;n/a;COMPLETO
10;1660;Precious Metals;NOCTURNO
10;1661;n/a;DIURNO
10;1662;n/a;DIURNO
10;1663;Business Services;DIURNO
10;1664;Diversified Commercial Services;DIURNO
10;1665;n/a;NOCTURNO
10;1666;Major Pharmaceuticals;COMPLETO
10;1667;Accident -Health Insurance;NOCTURNO
10;1668;Transportation Services;DIURNO
10;1669;Oil - Gas Production;NOCTURNO
10;1670;Biotechnology: Biological Products (No Diagnostic Substances);COMPLETO
10;1671;n/a;DIURNO
10;1672;n/a;COMPLETO
10;1673;n/a;DIURNO
10;1674;Property-Casualty Insurers;COMPLETO
10;1675;Business Services;COMPLETO
10;1676;Telecommunications Equipment;DIURNO
10;1677;n/a;COMPLETO
10;1678;Water Supply;COMPLETO
10;1679;Biotechnology: Electromedical - Electrotherapeutic Apparatus;DIURNO
10;1680;n/a;COMPLETO
10;1681;Oil - Gas Production;DIURNO
10;1682;Finance: Consumer Services;DIURNO
10;1683;n/a;COMPLETO
10;1684;Semiconductors;NOCTURNO
10;1685;Oil - Gas Production;COMPLETO
10;1686;Real Estate Investment Trusts;DIURNO
10;1687;Computer Manufacturing;NOCTURNO
10;1688;Other Specialty Stores;DIURNO
10;1689;Specialty Chemicals;DIURNO
10;1690;Computer Manufacturing;NOCTURNO
10;1691;Major Pharmaceuticals;NOCTURNO
10;1692;Building Materials;NOCTURNO
10;1693;Real Estate Investment Trusts;DIURNO
10;1694;Electronic Components;COMPLETO
10;1695;Medical/Dental Instruments;NOCTURNO
10;1696;Business Services;NOCTURNO
10;1697;Catalog/Specialty Distribution;DIURNO
10;1698;n/a;NOCTURNO
10;1699;n/a;DIURNO
10;1700;Industrial Specialties;DIURNO
10;1701;n/a;NOCTURNO
10;1702;Real Estate Investment Trusts;NOCTURNO
10;1703;Major Banks;NOCTURNO
10;1704;Marine Transportation;COMPLETO
10;1705;Metal Fabrications;DIURNO
10;1706;Diversified Commercial Services;NOCTURNO
10;1707;Major Banks;COMPLETO
10;1708;Electric Utilities: Central;NOCTURNO
10;1709;n/a;COMPLETO
10;1710;Business Services;NOCTURNO
10;1711;Power Generation;DIURNO
10;1712;n/a;NOCTURNO
10;1713;Major Banks;COMPLETO
10;1714;Marine Transportation;COMPLETO
10;1715;Air Freight/Delivery Services;DIURNO
10;1716;Computer Software: Prepackaged Software;DIURNO
10;1717;Major Pharmaceuticals;NOCTURNO
10;1718;Auto Parts:O.E.M.;DIURNO
10;1719;Real Estate Investment Trusts;DIURNO
10;1720;Major Pharmaceuticals;COMPLETO
10;1721;Business Services;COMPLETO
10;1722;Industrial Machinery/Components;COMPLETO
10;1723;n/a;DIURNO
10;1724;Oilfield Services/Equipment;DIURNO
10;1725;n/a;DIURNO
10;1726;Shoe Manufacturing;NOCTURNO
10;1727;Major Banks;COMPLETO
10;1728;Computer Software: Prepackaged Software;DIURNO
10;1729;Marine Transportation;NOCTURNO
10;1730;Package Goods/Cosmetics;DIURNO
10;1731;Homebuilding;NOCTURNO
10;1732;Major Pharmaceuticals;DIURNO
10;1733;Savings Institutions;COMPLETO
10;1734;n/a;COMPLETO
10;1735;Oil - Gas Production;COMPLETO
10;1736;Major Banks;NOCTURNO
10;1737;EDP Services;COMPLETO
10;1738;Marine Transportation;COMPLETO
10;1739;n/a;COMPLETO
10;1740;Apparel;DIURNO
10;1741;Accident -Health Insurance;COMPLETO
10;1742;Packaged Foods;DIURNO
10;1743;Semiconductors;COMPLETO
10;1744;n/a;DIURNO
10;1745;Biotechnology: Laboratory Analytical Instruments;COMPLETO
10;1746;Commercial Banks;DIURNO
10;1747;n/a;NOCTURNO
10;1748;Real Estate;DIURNO
10;1749;Computer Software: Prepackaged Software;DIURNO
10;1750;n/a;COMPLETO
10;1751;Real Estate;DIURNO
10;1752;Diversified Commercial Services;DIURNO
10;1753;Biotechnology: Laboratory Analytical Instruments;COMPLETO
10;1754;Natural Gas Distribution;COMPLETO
10;1755;n/a;DIURNO
10;1756;Biotechnology: Commercial Physical - Biological Resarch;COMPLETO
10;1757;Professional Services;NOCTURNO
10;1758;Air Freight/Delivery Services;COMPLETO
10;1759;n/a;COMPLETO
10;1760;Natural Gas Distribution;COMPLETO
10;1761;Medical/Nursing Services;COMPLETO
10;1762;Major Banks;NOCTURNO
10;1763;Real Estate;COMPLETO
10;1764;Property-Casualty Insurers;NOCTURNO
10;1765;EDP Services;DIURNO
10;1766;EDP Services;COMPLETO
10;1767;Environmental Services;DIURNO
10;1768;Business Services;NOCTURNO
10;1769;Industrial Specialties;DIURNO
10;1770;Metal Fabrications;NOCTURNO
10;1771;Movies/Entertainment;NOCTURNO
10;1772;Savings Institutions;NOCTURNO
10;1773;Major Pharmaceuticals;COMPLETO
10;1774;Major Pharmaceuticals;DIURNO
10;1775;Biotechnology: Electromedical - Electrotherapeutic Apparatus;NOCTURNO
10;1776;Department/Specialty Retail Stores;DIURNO
10;1777;Packaged Foods;DIURNO
10;1778;Precious Metals;COMPLETO
10;1779;Business Services;COMPLETO
10;1780;Semiconductors;NOCTURNO
10;1781;n/a;NOCTURNO
10;1782;EDP Services;DIURNO
10;1783;Investment Managers;NOCTURNO
10;1784;Finance: Consumer Services;DIURNO
10;1785;n/a;NOCTURNO
10;1786;Major Banks;COMPLETO
10;1787;Oil - Gas Production;COMPLETO
10;1788;n/a;COMPLETO
10;1789;Air Freight/Delivery Services;COMPLETO
10;1790;n/a;NOCTURNO
10;1791;Other Specialty Stores;COMPLETO
10;1792;n/a;DIURNO
10;1793;Investment Managers;DIURNO
10;1794;RETAIL: Building Materials;DIURNO
10;1795;Electric Utilities: Central;COMPLETO
10;1796;Industrial Machinery/Components;NOCTURNO
10;1797;Business Services;COMPLETO
10;1798;Package Goods/Cosmetics;COMPLETO
10;1799;Real Estate Investment Trusts;COMPLETO
10;1800;Biotechnology: Biological Products (No Diagnostic Substances);DIURNO
10;1801;Steel/Iron Ore;NOCTURNO
10;1802;Major Pharmaceuticals;NOCTURNO
10;1803;Recreational Products/Toys;COMPLETO
10;1804;Biotechnology: Biological Products (No Diagnostic Substances);DIURNO
10;1805;n/a;DIURNO
10;1806;EDP Services;NOCTURNO
10;1807;Business Services;NOCTURNO
10;1808;n/a;NOCTURNO
10;1809;Real Estate Investment Trusts;COMPLETO
10;1810;Packaged Foods;COMPLETO
10;1811;Major Pharmaceuticals;COMPLETO
10;1812;n/a;NOCTURNO
10;1813;Radio And Television Broadcasting And Communications Equipment;NOCTURNO
10;1814;Television Services;NOCTURNO
10;1815;Business Services;NOCTURNO
10;1816;n/a;DIURNO
10;1817;Multi-Sector Companies;DIURNO
10;1818;Professional Services;COMPLETO
10;1819;Natural Gas Distribution;DIURNO
10;1820;n/a;DIURNO
10;1821;Electrical Products;COMPLETO
10;1822;Semiconductors;NOCTURNO
10;1823;Major Chemicals;DIURNO
10;1824;Marine Transportation;DIURNO
10;1825;Semiconductors;DIURNO
10;1826;n/a;COMPLETO
10;1827;Business Services;DIURNO
10;1828;Services-Misc. Amusement - Recreation;NOCTURNO
10;1829;n/a;COMPLETO
10;1830;Oilfield Services/Equipment;DIURNO
10;1831;Hospital/Nursing Management;COMPLETO
10;1832;Hospital/Nursing Management;COMPLETO
10;1833;EDP Services;NOCTURNO
10;1834;Life Insurance;DIURNO
10;1835;Advertising;NOCTURNO
10;1836;Real Estate Investment Trusts;DIURNO
10;1837;Property-Casualty Insurers;DIURNO
10;1838;Biotechnology: Biological Products (No Diagnostic Substances);DIURNO
10;1839;Semiconductors;DIURNO
10;1840;Major Pharmaceuticals;COMPLETO
10;1841;Precious Metals;COMPLETO
10;1842;Banks;COMPLETO
10;1843;Auto Manufacturing;NOCTURNO
10;1844;n/a;DIURNO
10;1845;n/a;NOCTURNO
10;1846;n/a;COMPLETO
10;1847;n/a;DIURNO
10;1848;n/a;DIURNO
10;1849;Major Pharmaceuticals;DIURNO
10;1850;Steel/Iron Ore;DIURNO
10;1851;EDP Services;COMPLETO
10;1852;n/a;NOCTURNO
10;1853;Hospital/Nursing Management;NOCTURNO
10;1854;Electrical Products;DIURNO
10;1855;Major Pharmaceuticals;DIURNO
10;1856;Military/Government/Technical;DIURNO
10;1857;Specialty Chemicals;NOCTURNO
10;1858;Medical Specialities;COMPLETO
10;1859;n/a;DIURNO
10;1860;Real Estate Investment Trusts;COMPLETO
10;1861;Building Products;NOCTURNO
10;1862;Medical Specialities;DIURNO
10;1863;Water Supply;NOCTURNO
10;1864;Biotechnology: Biological Products (No Diagnostic Substances);COMPLETO
10;1865;Life Insurance;DIURNO
10;1866;Military/Government/Technical;NOCTURNO
10;1867;Marine Transportation;DIURNO
10;1868;Aerospace;DIURNO
10;1869;Other Specialty Stores;COMPLETO
10;1870;Major Banks;DIURNO
10;1871;Other Consumer Services;COMPLETO
10;1872;Major Banks;COMPLETO
10;1873;Oil - Gas Production;DIURNO
10;1874;Paints/Coatings;COMPLETO
10;1875;Investment Bankers/Brokers/Service;NOCTURNO
10;1876;Oil - Gas Production;DIURNO
10;1877;Home Furnishings;NOCTURNO
10;1878;n/a;COMPLETO
10;1879;Business Services;DIURNO
10;1880;Other Consumer Services;DIURNO
10;1881;n/a;COMPLETO
10;1882;Fluid Controls;COMPLETO
10;1883;Medical/Dental Instruments;NOCTURNO
10;1884;n/a;NOCTURNO
10;1885;Major Banks;COMPLETO
10;1886;Integrated oil Companies;COMPLETO
10;1887;Packaged Foods;COMPLETO
10;1888;Services-Misc. Amusement - Recreation;COMPLETO
10;1889;n/a;NOCTURNO
10;1890;Medical Specialities;COMPLETO
10;1891;Apparel;COMPLETO
10;1892;n/a;COMPLETO
10;1893;Medical/Dental Instruments;DIURNO
10;1894;Semiconductors;NOCTURNO
10;1895;Telecommunications Equipment;NOCTURNO
10;1896;Computer Software: Prepackaged Software;NOCTURNO
10;1897;Business Services;DIURNO
10;1898;n/a;DIURNO
10;1899;Computer Software: Prepackaged Software;NOCTURNO
10;1900;Medical/Dental Instruments;COMPLETO
10;1901;Apparel;DIURNO
10;1902;Biotechnology: Electromedical - Electrotherapeutic Apparatus;DIURNO
10;1903;Marine Transportation;DIURNO
10;1904;n/a;COMPLETO
10;1905;Business Services;COMPLETO
10;1906;Trucking Freight/Courier Services;NOCTURNO
10;1907;Textiles;DIURNO
10;1908;Major Chemicals;NOCTURNO
10;1909;Major Banks;COMPLETO
10;1910;RETAIL: Building Materials;DIURNO
10;1911;Television Services;COMPLETO
10;1912;Biotechnology: Biological Products (No Diagnostic Substances);COMPLETO
10;1913;Oil Refining/Marketing;COMPLETO
10;1914;Major Pharmaceuticals;DIURNO
10;1915;Industrial Machinery/Components;NOCTURNO
10;1916;Electric Utilities: Central;NOCTURNO
10;1917;Integrated oil Companies;DIURNO
10;1918;Oil Refining/Marketing;NOCTURNO
10;1919;Catalog/Specialty Distribution;COMPLETO
10;1920;Business Services;COMPLETO
10;1921;Commercial Banks;DIURNO
10;1922;Major Banks;NOCTURNO
10;1923;Major Banks;DIURNO
10;1924;Industrial Machinery/Components;NOCTURNO
10;1925;Clothing/Shoe/Accessory Stores;NOCTURNO
10;1926;Real Estate Investment Trusts;NOCTURNO
10;1927;Building Materials;NOCTURNO
10;1928;Automotive Aftermarket;COMPLETO
10;1929;Investment Bankers/Brokers/Service;DIURNO
10;1930;n/a;COMPLETO
10;1931;EDP Services;NOCTURNO
10;1932;Major Banks;DIURNO
10;1933;Precious Metals;NOCTURNO
10;1934;Biotechnology: Laboratory Analytical Instruments;DIURNO
10;1935;Medical/Nursing Services;NOCTURNO
10;1936;Professional Services;COMPLETO
10;1937;Life Insurance;DIURNO
10;1938;Transportation Services;NOCTURNO
10;1939;EDP Services;COMPLETO
10;1940;Medical Specialities;NOCTURNO
10;1941;Mining - Quarrying of Nonmetallic Minerals (No Fuels);DIURNO
10;1942;Precious Metals;NOCTURNO
10;1943;Industrial Machinery/Components;COMPLETO
10;1944;n/a;NOCTURNO
10;1945;Computer Software: Prepackaged Software;DIURNO
10;1946;Biotechnology: Commercial Physical - Biological Resarch;NOCTURNO
10;1947;Commercial Banks;NOCTURNO
10;1948;Computer Software: Programming, Data Processing;NOCTURNO
10;1949;Property-Casualty Insurers;DIURNO
10;1950;Telecommunications Equipment;COMPLETO
10;1951;Services-Misc. Amusement - Recreation;DIURNO
10;1952;Major Banks;COMPLETO
10;1953;Biotechnology: Biological Products (No Diagnostic Substances);DIURNO
10;1954;Publishing;DIURNO
10;1955;Radio And Television Broadcasting And Communications Equipment;DIURNO
10;1956;Major Banks;COMPLETO
10;1957;Food Distributors;DIURNO
10;1958;Hospital/Nursing Management;NOCTURNO
10;1959;Mining - Quarrying of Nonmetallic Minerals (No Fuels);COMPLETO
10;1960;Computer Manufacturing;COMPLETO
10;1961;Hotels/Resorts;COMPLETO
10;1962;Food Chains;COMPLETO
10;1963;Package Goods/Cosmetics;COMPLETO
10;1964;Natural Gas Distribution;NOCTURNO
10;1965;n/a;DIURNO
10;1966;n/a;COMPLETO
10;1967;Oil/Gas Transmission;DIURNO
10;1968;Real Estate Investment Trusts;DIURNO
10;1969;Building operators;COMPLETO
10;1970;n/a;COMPLETO
10;1971;Home Furnishings;NOCTURNO
10;1972;Major Banks;NOCTURNO
10;1973;Miscellaneous;COMPLETO
10;1974;n/a;COMPLETO
10;1975;n/a;NOCTURNO
10;1976;Semiconductors;DIURNO
10;1977;Major Chemicals;COMPLETO
10;1978;Semiconductors;NOCTURNO
10;1979;Industrial Machinery/Components;COMPLETO
10;1980;Restaurants;COMPLETO
10;1981;Electric Utilities: Central;NOCTURNO
10;1982;Computer peripheral equipment;NOCTURNO
10;1983;Major Banks;NOCTURNO
10;1984;n/a;COMPLETO
10;1985;Business Services;NOCTURNO
10;1986;Industrial Specialties;DIURNO
10;1987;Recreational Products/Toys;DIURNO
10;1988;n/a;NOCTURNO
10;1989;n/a;DIURNO
10;1990;Specialty Foods;NOCTURNO
10;1991;Computer Software: Programming, Data Processing;NOCTURNO
10;1992;Home Furnishings;NOCTURNO
10;1993;Major Banks;DIURNO
10;1994;Marine Transportation;NOCTURNO
10;1995;Automotive Aftermarket;NOCTURNO
10;1996;Major Pharmaceuticals;COMPLETO
10;1997;Medical/Nursing Services;DIURNO
10;1998;Electrical Products;COMPLETO
10;1999;Automotive Aftermarket;COMPLETO
10;2000;Computer Software: Prepackaged Software;COMPLETO
10;2001;Other Consumer Services;NOCTURNO
10;2002;Real Estate;DIURNO
10;2003;Electrical Products;NOCTURNO
10;2004;n/a;NOCTURNO
10;2005;Package Goods/Cosmetics;NOCTURNO
10;2006;n/a;COMPLETO
10;2007;Electric Utilities: Central;COMPLETO
10;2008;n/a;DIURNO
10;2009;Biotechnology: Biological Products (No Diagnostic Substances);DIURNO
10;2010;Telecommunications Equipment;NOCTURNO
10;2011;Multi-Sector Companies;DIURNO
10;2012;n/a;COMPLETO
10;2013;Packaged Foods;NOCTURNO
10;2014;Biotechnology: Electromedical - Electrotherapeutic Apparatus;NOCTURNO
10;2015;n/a;DIURNO
10;2016;Real Estate Investment Trusts;COMPLETO
10;2017;Telecommunications Equipment;NOCTURNO
10;2018;n/a;NOCTURNO
10;2019;Computer Software: Prepackaged Software;NOCTURNO
10;2020;n/a;DIURNO
10;2021;Business Services;COMPLETO
10;2022;Oil Refining/Marketing;NOCTURNO
10;2023;Business Services;DIURNO
10;2024;n/a;DIURNO
10;2025;Oil - Gas Production;DIURNO
10;2026;n/a;COMPLETO
10;2027;Electric Utilities: Central;DIURNO
10;2028;n/a;COMPLETO
10;2029;Major Pharmaceuticals;DIURNO
10;2030;Industrial Machinery/Components;NOCTURNO
10;2031;Biotechnology: Commercial Physical - Biological Resarch;NOCTURNO
10;2032;Consumer Specialties;DIURNO
10;2033;n/a;NOCTURNO
10;2034;Oil - Gas Production;NOCTURNO
10;2035;Broadcasting;DIURNO
10;2036;Motor Vehicles;COMPLETO
10;2037;Oil - Gas Production;NOCTURNO
10;2038;Electric Utilities: Central;NOCTURNO
10;2039;Fluid Controls;NOCTURNO
10;2040;Investment Bankers/Brokers/Service;DIURNO
10;2041;Homebuilding;DIURNO
10;2042;EDP Services;COMPLETO
10;2043;Integrated oil Companies;DIURNO
10;2044;Agricultural Chemicals;DIURNO
10;2045;Marine Transportation;COMPLETO
10;2046;RETAIL: Building Materials;COMPLETO
10;2047;Major Banks;DIURNO
10;2048;n/a;COMPLETO
10;2049;n/a;NOCTURNO
10;2050;Telecommunications Equipment;COMPLETO
10;2051;Restaurants;COMPLETO
10;2052;Construction/Ag Equipment/Trucks;COMPLETO
10;2053;Business Services;DIURNO
10;2054;Major Banks;DIURNO
10;2055;Marine Transportation;COMPLETO
10;2056;n/a;DIURNO
10;2057;Commercial Banks;DIURNO
10;2058;Hotels/Resorts;NOCTURNO
10;2059;Computer peripheral equipment;DIURNO
10;2060;Industrial Machinery/Components;NOCTURNO
10;2061;Industrial Machinery/Components;NOCTURNO
10;2062;Real Estate Investment Trusts;DIURNO
10;2063;Newspapers/Magazines;COMPLETO
10;2064;n/a;DIURNO
10;2065;Major Pharmaceuticals;DIURNO
10;2066;Radio And Television Broadcasting And Communications Equipment;NOCTURNO
10;2067;n/a;DIURNO
10;2068;Real Estate;COMPLETO
10;2069;n/a;DIURNO
10;2070;Metal Fabrications;DIURNO
10;2071;Major Pharmaceuticals;NOCTURNO
10;2072;Investment Bankers/Brokers/Service;NOCTURNO
10;2073;n/a;NOCTURNO
10;2074;n/a;NOCTURNO
10;2075;EDP Services;COMPLETO
10;2076;Real Estate Investment Trusts;DIURNO
10;2077;Major Banks;DIURNO
10;2078;Water Supply;NOCTURNO
10;2079;n/a;DIURNO
10;2080;n/a;COMPLETO
10;2081;Banks;NOCTURNO
10;2082;Marine Transportation;COMPLETO
10;2083;n/a;COMPLETO
10;2084;Real Estate;NOCTURNO
10;2085;Property-Casualty Insurers;COMPLETO
10;2086;Semiconductors;COMPLETO
10;2087;Containers/Packaging;COMPLETO
10;2088;Oilfield Services/Equipment;DIURNO
10;2089;Marine Transportation;DIURNO
10;2090;Semiconductors;COMPLETO
10;2091;n/a;COMPLETO
10;2092;Containers/Packaging;COMPLETO
10;2093;n/a;COMPLETO
10;2094;Real Estate Investment Trusts;DIURNO
10;2095;n/a;NOCTURNO
10;2096;Major Pharmaceuticals;DIURNO
10;2097;Natural Gas Distribution;COMPLETO
10;2098;Finance: Consumer Services;NOCTURNO
10;2099;Real Estate Investment Trusts;COMPLETO
10;2100;n/a;NOCTURNO
10;2101;n/a;DIURNO
10;2102;Finance: Consumer Services;NOCTURNO
10;2103;Marine Transportation;COMPLETO
10;2104;Major Banks;COMPLETO
10;2105;Clothing/Shoe/Accessory Stores;DIURNO
10;2106;Hotels/Resorts;COMPLETO
10;2107;Major Pharmaceuticals;COMPLETO
10;2108;Major Chemicals;DIURNO
10;2109;Major Banks;DIURNO
10;2110;Industrial Machinery/Components;NOCTURNO
10;2111;Finance: Consumer Services;NOCTURNO
10;2112;Metal Fabrications;NOCTURNO
10;2113;Transportation Services;DIURNO
10;2114;Oil - Gas Production;DIURNO
10;2115;Hospital/Nursing Management;NOCTURNO
10;2116;n/a;DIURNO
10;2117;Real Estate Investment Trusts;NOCTURNO
10;2118;n/a;DIURNO
10;2119;Natural Gas Distribution;COMPLETO
10;2120;n/a;DIURNO
10;2121;Major Pharmaceuticals;NOCTURNO
10;2122;n/a;NOCTURNO
10;2123;Major Pharmaceuticals;NOCTURNO
10;2124;Business Services;NOCTURNO
10;2125;Natural Gas Distribution;NOCTURNO
10;2126;Semiconductors;DIURNO
10;2127;EDP Services;COMPLETO
10;2128;Major Pharmaceuticals;COMPLETO
10;2129;Savings Institutions;NOCTURNO
10;2130;n/a;NOCTURNO
10;2131;Finance: Consumer Services;COMPLETO
10;2132;n/a;DIURNO
10;2133;Major Pharmaceuticals;DIURNO
10;2134;Electrical Products;NOCTURNO
10;2135;n/a;DIURNO
10;2136;n/a;DIURNO
10;2137;n/a;COMPLETO
10;2138;Industrial Machinery/Components;DIURNO
10;2139;Electrical Products;NOCTURNO
10;2140;n/a;DIURNO
10;2141;Industrial Machinery/Components;COMPLETO
10;2142;Industrial Machinery/Components;COMPLETO
10;2143;Biotechnology: Biological Products (No Diagnostic Substances);COMPLETO
10;2144;Environmental Services;DIURNO
10;2145;Biotechnology: In Vitro - In Vivo Diagnostic Substances;DIURNO
10;2146;Major Pharmaceuticals;COMPLETO
10;2147;Commercial Banks;COMPLETO
10;2148;Metal Fabrications;NOCTURNO
10;2149;Department/Specialty Retail Stores;NOCTURNO
10;2150;Major Pharmaceuticals;COMPLETO
10;2151;Major Pharmaceuticals;NOCTURNO
10;2152;Biotechnology: Electromedical - Electrotherapeutic Apparatus;NOCTURNO
10;2153;Banks;DIURNO
10;2154;Restaurants;NOCTURNO
10;2155;Home Furnishings;DIURNO
10;2156;Computer peripheral equipment;DIURNO
10;2157;Computer Software: Prepackaged Software;NOCTURNO
10;2158;Major Pharmaceuticals;COMPLETO
10;2159;n/a;NOCTURNO
10;2160;Semiconductors;DIURNO
10;2161;Real Estate Investment Trusts;COMPLETO
10;2162;Industrial Machinery/Components;COMPLETO
10;2163;Major Pharmaceuticals;NOCTURNO
10;2164;Oil - Gas Production;DIURNO
10;2165;Real Estate Investment Trusts;DIURNO
10;2166;Major Pharmaceuticals;COMPLETO
10;2167;Trucking Freight/Courier Services;DIURNO
10;2168;Packaged Foods;NOCTURNO
10;2169;Building Products;DIURNO
10;2170;n/a;DIURNO
10;2171;Major Pharmaceuticals;DIURNO
10;2172;Computer Software: Prepackaged Software;DIURNO
10;2173;Oilfield Services/Equipment;COMPLETO
10;2174;n/a;NOCTURNO
10;2175;Real Estate Investment Trusts;NOCTURNO
10;2176;Homebuilding;COMPLETO
10;2177;Package Goods/Cosmetics;DIURNO
10;2178;Major Pharmaceuticals;DIURNO
10;2179;n/a;NOCTURNO
10;2180;n/a;NOCTURNO
10;2181;Life Insurance;NOCTURNO
10;2182;Integrated oil Companies;DIURNO
10;2183;n/a;COMPLETO
10;2184;Other Specialty Stores;DIURNO
10;2185;Oil - Gas Production;DIURNO
10;2186;Industrial Machinery/Components;COMPLETO
10;2187;Marine Transportation;DIURNO
10;2188;Business Services;DIURNO
10;2189;Telecommunications Equipment;DIURNO
10;2190;Business Services;NOCTURNO
10;2191;Real Estate Investment Trusts;COMPLETO
10;2192;Packaged Foods;NOCTURNO
10;2193;Real Estate;DIURNO
10;2194;Publishing;COMPLETO
10;2195;Major Banks;NOCTURNO
10;2196;n/a;COMPLETO
10;2197;Real Estate Investment Trusts;DIURNO
10;2198;Biotechnology: Electromedical - Electrotherapeutic Apparatus;COMPLETO
10;2199;n/a;NOCTURNO
10;2200;Major Banks;COMPLETO
10;2201;n/a;DIURNO
10;2202;Computer Software: Programming, Data Processing;COMPLETO
10;2203;Office Equipment/Supplies/Services;NOCTURNO
10;2204;Major Pharmaceuticals;NOCTURNO
10;2205;Metal Fabrications;DIURNO
10;2206;Oil - Gas Production;COMPLETO
10;2207;Medical Specialities;NOCTURNO
10;2208;Real Estate;COMPLETO
10;2209;Television Services;DIURNO
10;2210;Metal Fabrications;NOCTURNO
10;2211;n/a;COMPLETO
10;2212;Computer Software: Programming, Data Processing;DIURNO
10;2213;Investment Managers;DIURNO
10;2214;Real Estate Investment Trusts;DIURNO
10;2215;Homebuilding;NOCTURNO
10;2216;Electrical Products;COMPLETO
10;2217;Broadcasting;COMPLETO
10;2218;n/a;NOCTURNO
10;2219;n/a;COMPLETO
10;2220;n/a;NOCTURNO
10;2221;n/a;COMPLETO
10;2222;Major Banks;NOCTURNO
10;2223;n/a;COMPLETO
10;2224;Property-Casualty Insurers;DIURNO
10;2225;n/a;COMPLETO
10;2226;Real Estate;DIURNO
10;2227;Computer Software: Prepackaged Software;DIURNO
10;2228;Medical/Dental Instruments;COMPLETO
10;2229;Computer Software: Prepackaged Software;NOCTURNO
10;2230;Newspapers/Magazines;DIURNO
10;2231;Computer Software: Prepackaged Software;DIURNO
10;2232;Hospital/Nursing Management;DIURNO
10;2233;n/a;DIURNO
10;2234;Investment Bankers/Brokers/Service;DIURNO
10;2235;Major Banks;COMPLETO
10;2236;Major Banks;NOCTURNO
10;2237;Packaged Foods;NOCTURNO
10;2238;Professional Services;COMPLETO
10;2239;n/a;DIURNO
10;2240;Real Estate Investment Trusts;DIURNO
10;2241;Major Banks;COMPLETO
10;2242;Property-Casualty Insurers;NOCTURNO
10;2243;Specialty Chemicals;NOCTURNO
10;2244;Industrial Specialties;DIURNO
10;2245;Integrated oil Companies;NOCTURNO
10;2246;EDP Services;NOCTURNO
10;2247;Oil - Gas Production;NOCTURNO
10;2248;Savings Institutions;COMPLETO
10;2249;Advertising;COMPLETO
10;2250;Real Estate Investment Trusts;NOCTURNO
10;2251;Biotechnology: Electromedical - Electrotherapeutic Apparatus;COMPLETO
10;2252;Major Banks;DIURNO
10;2253;Containers/Packaging;NOCTURNO
10;2254;Restaurants;NOCTURNO
10;2255;Biotechnology: In Vitro - In Vivo Diagnostic Substances;COMPLETO
10;2256;Computer Software: Prepackaged Software;COMPLETO
