id;idServicio;tipoServicio;horario
3187;4;Lavado;COMPLETO
3188;4;Lavado;NOCTURNO
3189;4;Planchado;DIURNO
3190;4;Lavado;DIURNO
3191;4;Planchado;DIURNO
3192;4;Planchado;DIURNO
3193;4;Planchado;NOCTURNO
3194;4;Lavado;COMPLETO
3195;4;Planchado;DIURNO
3196;4;Lavado;NOCTURNO
3197;4;Lavado;COMPLETO
3198;4;Lavado;NOCTURNO
3199;4;Planchado;DIURNO
3200;4;Lavado;DIURNO
3201;4;Planchado;DIURNO
3202;4;Planchado;DIURNO
3203;4;Planchado;NOCTURNO
3204;4;Lavado;COMPLETO
3205;4;Planchado;DIURNO
3206;4;Lavado;NOCTURNO
3207;4;Lavado;COMPLETO
3208;4;Lavado;NOCTURNO
3209;4;Planchado;DIURNO
3210;4;Lavado;DIURNO
3211;4;Planchado;DIURNO
3212;4;Planchado;DIURNO
3213;4;Planchado;NOCTURNO
3214;4;Lavado;COMPLETO
3215;4;Planchado;DIURNO
3216;4;Lavado;NOCTURNO
3217;4;Lavado;COMPLETO
3218;4;Lavado;NOCTURNO
3219;4;Planchado;DIURNO
3220;4;Lavado;DIURNO
3221;4;Planchado;DIURNO
3222;4;Planchado;DIURNO
3223;4;Planchado;NOCTURNO
3224;4;Lavado;COMPLETO
3225;4;Planchado;DIURNO
3226;4;Lavado;NOCTURNO
3227;4;Lavado;COMPLETO
3228;4;Lavado;NOCTURNO
3229;4;Planchado;DIURNO
3230;4;Lavado;DIURNO
3231;4;Planchado;DIURNO
3232;4;Planchado;DIURNO
3233;4;Planchado;NOCTURNO
3234;4;Lavado;COMPLETO
3235;4;Planchado;DIURNO
3236;4;Lavado;NOCTURNO
3237;4;Lavado;COMPLETO
3238;4;Lavado;NOCTURNO
3239;4;Planchado;DIURNO
3240;4;Lavado;DIURNO
3241;4;Planchado;DIURNO
3242;4;Planchado;DIURNO
3243;4;Planchado;NOCTURNO
3244;4;Lavado;COMPLETO
3245;4;Planchado;DIURNO
3246;4;Lavado;NOCTURNO
3247;4;Lavado;COMPLETO
3248;4;Lavado;NOCTURNO
3249;4;Planchado;DIURNO
3250;4;Lavado;DIURNO
3251;4;Planchado;DIURNO
3252;4;Planchado;DIURNO
3253;4;Planchado;NOCTURNO
3254;4;Lavado;COMPLETO
3255;4;Planchado;DIURNO
3256;4;Lavado;NOCTURNO
3257;4;Lavado;COMPLETO
3258;4;Lavado;NOCTURNO
3259;4;Planchado;DIURNO
3260;4;Lavado;DIURNO
3261;4;Planchado;DIURNO
3262;4;Planchado;DIURNO
3263;4;Planchado;NOCTURNO
3264;4;Lavado;COMPLETO
3265;4;Planchado;DIURNO
3266;4;Lavado;NOCTURNO
3267;4;Lavado;COMPLETO
3268;4;Lavado;NOCTURNO
3269;4;Planchado;DIURNO
3270;4;Lavado;DIURNO
3271;4;Planchado;DIURNO
3272;4;Planchado;DIURNO
3273;4;Planchado;NOCTURNO
3274;4;Lavado;COMPLETO
3275;4;Planchado;DIURNO
3276;4;Lavado;NOCTURNO
3277;4;Lavado;COMPLETO
3278;4;Lavado;NOCTURNO
3279;4;Planchado;DIURNO
3280;4;Lavado;DIURNO
3281;4;Planchado;DIURNO
3282;4;Planchado;DIURNO
3283;4;Planchado;NOCTURNO
3284;4;Lavado;COMPLETO
3285;4;Planchado;DIURNO
3286;4;Lavado;NOCTURNO
3287;4;Lavado;COMPLETO
3288;4;Lavado;NOCTURNO
3289;4;Planchado;DIURNO
3290;4;Lavado;DIURNO
3291;4;Planchado;DIURNO
3292;4;Planchado;DIURNO
3293;4;Planchado;NOCTURNO
3294;4;Lavado;COMPLETO
3295;4;Planchado;DIURNO
3296;4;Lavado;NOCTURNO
3297;4;Lavado;COMPLETO
3298;4;Lavado;NOCTURNO
3299;4;Planchado;DIURNO
3300;4;Lavado;DIURNO
3301;4;Planchado;DIURNO
3302;4;Planchado;DIURNO
3303;4;Planchado;NOCTURNO
3304;4;Lavado;COMPLETO
3305;4;Planchado;DIURNO
3306;4;Lavado;NOCTURNO
3307;4;Lavado;COMPLETO
3308;4;Lavado;NOCTURNO
3309;4;Planchado;DIURNO
3310;4;Lavado;DIURNO
3311;4;Planchado;DIURNO
3312;4;Planchado;DIURNO
3313;4;Planchado;NOCTURNO
3314;4;Lavado;COMPLETO
3315;4;Planchado;DIURNO
3316;4;Lavado;NOCTURNO
3317;4;Lavado;COMPLETO
3318;4;Lavado;NOCTURNO
3319;4;Planchado;DIURNO
3320;4;Lavado;DIURNO
3321;4;Planchado;DIURNO
3322;4;Planchado;DIURNO
3323;4;Planchado;NOCTURNO
3324;4;Lavado;COMPLETO
3325;4;Planchado;DIURNO
3326;4;Lavado;NOCTURNO
3327;4;Lavado;COMPLETO
3328;4;Lavado;NOCTURNO
3329;4;Planchado;DIURNO
3330;4;Lavado;DIURNO
3331;4;Planchado;DIURNO
3332;4;Planchado;DIURNO
3333;4;Planchado;NOCTURNO
3334;4;Lavado;COMPLETO
3335;4;Planchado;DIURNO
3336;4;Lavado;NOCTURNO
3337;4;Lavado;COMPLETO
3338;4;Lavado;NOCTURNO
3339;4;Planchado;DIURNO
3340;4;Lavado;DIURNO
3341;4;Planchado;DIURNO
3342;4;Planchado;DIURNO
3343;4;Planchado;NOCTURNO
3344;4;Lavado;COMPLETO
3345;4;Planchado;DIURNO
3346;4;Lavado;NOCTURNO
3347;4;Lavado;COMPLETO
3348;4;Lavado;NOCTURNO
3349;4;Planchado;DIURNO
3350;4;Lavado;DIURNO
3351;4;Planchado;DIURNO
3352;4;Planchado;DIURNO
3353;4;Planchado;NOCTURNO
3354;4;Lavado;COMPLETO
3355;4;Planchado;DIURNO
3356;4;Lavado;NOCTURNO
3357;4;Lavado;COMPLETO
3358;4;Lavado;NOCTURNO
3359;4;Planchado;DIURNO
3360;4;Lavado;DIURNO
3361;4;Planchado;DIURNO
3362;4;Planchado;DIURNO
3363;4;Planchado;NOCTURNO
3364;4;Lavado;COMPLETO
3365;4;Planchado;DIURNO
3366;4;Lavado;NOCTURNO
3367;4;Lavado;COMPLETO
3368;4;Lavado;NOCTURNO
3369;4;Planchado;DIURNO
3370;4;Lavado;DIURNO
3371;4;Planchado;DIURNO
3372;4;Planchado;DIURNO
3373;4;Planchado;NOCTURNO
3374;4;Lavado;COMPLETO
3375;4;Planchado;DIURNO
3376;4;Lavado;NOCTURNO
3377;4;Lavado;COMPLETO
3378;4;Lavado;NOCTURNO
3379;4;Planchado;DIURNO
3380;4;Lavado;DIURNO
3381;4;Planchado;DIURNO
3382;4;Planchado;DIURNO
3383;4;Planchado;NOCTURNO
3384;4;Lavado;COMPLETO
3385;4;Planchado;DIURNO
3386;4;Lavado;NOCTURNO
3387;4;Lavado;COMPLETO
3388;4;Lavado;NOCTURNO
3389;4;Planchado;DIURNO
3390;4;Lavado;DIURNO
3391;4;Planchado;DIURNO
3392;4;Planchado;DIURNO
3393;4;Planchado;NOCTURNO
3394;4;Lavado;COMPLETO
3395;4;Planchado;DIURNO
3396;4;Lavado;NOCTURNO
3397;4;Lavado;COMPLETO
3398;4;Lavado;NOCTURNO
3399;4;Planchado;DIURNO
3400;4;Lavado;DIURNO
3401;4;Planchado;DIURNO
3402;4;Planchado;DIURNO
3403;4;Planchado;NOCTURNO
3404;4;Lavado;COMPLETO
3405;4;Planchado;DIURNO
3406;4;Lavado;NOCTURNO
3407;4;Lavado;COMPLETO
3408;4;Lavado;NOCTURNO
3409;4;Planchado;DIURNO
3410;4;Lavado;DIURNO
3411;4;Planchado;DIURNO
3412;4;Planchado;DIURNO
3413;4;Planchado;NOCTURNO
3414;4;Lavado;COMPLETO
3415;4;Planchado;DIURNO
3416;4;Lavado;NOCTURNO
3417;4;Lavado;COMPLETO
3418;4;Lavado;NOCTURNO
3419;4;Planchado;DIURNO
3420;4;Lavado;DIURNO
3421;4;Planchado;DIURNO
3422;4;Planchado;DIURNO
3423;4;Planchado;NOCTURNO
3424;4;Lavado;COMPLETO
3425;4;Planchado;DIURNO
3426;4;Lavado;NOCTURNO
3427;4;Lavado;COMPLETO
3428;4;Lavado;NOCTURNO
3429;4;Planchado;DIURNO
3430;4;Lavado;DIURNO
3431;4;Planchado;DIURNO
3432;4;Planchado;DIURNO
3433;4;Planchado;NOCTURNO
3434;4;Lavado;COMPLETO
3435;4;Planchado;DIURNO
3436;4;Lavado;NOCTURNO
3437;4;Lavado;COMPLETO
3438;4;Lavado;NOCTURNO
3439;4;Planchado;DIURNO
3440;4;Lavado;DIURNO
3441;4;Planchado;DIURNO
3442;4;Planchado;DIURNO
3443;4;Planchado;NOCTURNO
3444;4;Lavado;COMPLETO
3445;4;Planchado;DIURNO
3446;4;Lavado;NOCTURNO
3447;4;Lavado;COMPLETO
3448;4;Lavado;NOCTURNO
3449;4;Planchado;DIURNO
3450;4;Lavado;DIURNO
3451;4;Planchado;DIURNO
3452;4;Planchado;DIURNO
3453;4;Planchado;NOCTURNO
3454;4;Lavado;COMPLETO
3455;4;Planchado;DIURNO
3456;4;Lavado;NOCTURNO
3457;4;Lavado;COMPLETO
3458;4;Lavado;NOCTURNO
3459;4;Planchado;DIURNO
3460;4;Lavado;DIURNO
3461;4;Planchado;DIURNO
3462;4;Planchado;DIURNO
3463;4;Planchado;NOCTURNO
3464;4;Lavado;COMPLETO
3465;4;Planchado;DIURNO
3466;4;Lavado;NOCTURNO
3467;4;Lavado;COMPLETO
3468;4;Lavado;NOCTURNO
3469;4;Planchado;DIURNO
3470;4;Lavado;DIURNO
3471;4;Planchado;DIURNO
3472;4;Planchado;DIURNO
3473;4;Planchado;NOCTURNO
3474;4;Lavado;COMPLETO
3475;4;Planchado;DIURNO
3476;4;Lavado;NOCTURNO
3477;4;Lavado;COMPLETO
3478;4;Lavado;NOCTURNO
3479;4;Planchado;DIURNO
3480;4;Lavado;DIURNO
3481;4;Planchado;DIURNO
3482;4;Planchado;DIURNO
3483;4;Planchado;NOCTURNO
3484;4;Lavado;COMPLETO
3485;4;Planchado;DIURNO
3486;4;Lavado;NOCTURNO
3487;4;Lavado;COMPLETO
3488;4;Lavado;NOCTURNO
3489;4;Planchado;DIURNO
3490;4;Lavado;DIURNO
3491;4;Planchado;DIURNO
3492;4;Planchado;DIURNO
3493;4;Planchado;NOCTURNO
3494;4;Lavado;COMPLETO
3495;4;Planchado;DIURNO
3496;4;Lavado;NOCTURNO
3497;4;Lavado;COMPLETO
3498;4;Lavado;NOCTURNO
3499;4;Planchado;DIURNO
3500;4;Lavado;DIURNO
3501;4;Planchado;DIURNO
3502;4;Planchado;DIURNO
3503;4;Planchado;NOCTURNO
3504;4;Lavado;COMPLETO
3505;4;Planchado;DIURNO
3506;4;Lavado;NOCTURNO
3507;4;Lavado;COMPLETO
3508;4;Lavado;NOCTURNO
3509;4;Planchado;DIURNO
3510;4;Lavado;DIURNO
3511;4;Planchado;DIURNO
3512;4;Planchado;DIURNO
3513;4;Planchado;NOCTURNO
3514;4;Lavado;COMPLETO
3515;4;Planchado;DIURNO
3516;4;Lavado;NOCTURNO
3517;4;Lavado;COMPLETO
3518;4;Lavado;NOCTURNO
3519;4;Planchado;DIURNO
3520;4;Lavado;DIURNO
3521;4;Planchado;DIURNO
3522;4;Planchado;DIURNO
3523;4;Planchado;NOCTURNO
3524;4;Lavado;COMPLETO
3525;4;Planchado;DIURNO
3526;4;Lavado;NOCTURNO
3527;4;Lavado;COMPLETO
3528;4;Lavado;NOCTURNO
3529;4;Planchado;DIURNO
3530;4;Lavado;DIURNO
3531;4;Planchado;DIURNO
3532;4;Planchado;DIURNO
3533;4;Planchado;NOCTURNO
3534;4;Lavado;COMPLETO
3535;4;Planchado;DIURNO
3536;4;Lavado;NOCTURNO
3537;4;Lavado;COMPLETO
3538;4;Lavado;NOCTURNO
3539;4;Planchado;DIURNO
3540;4;Lavado;DIURNO
3541;4;Planchado;DIURNO
3542;4;Planchado;DIURNO
3543;4;Planchado;NOCTURNO
3544;4;Lavado;COMPLETO
3545;4;Planchado;DIURNO
3546;4;Lavado;NOCTURNO
3547;4;Lavado;COMPLETO
3548;4;Lavado;NOCTURNO
3549;4;Planchado;DIURNO
3550;4;Lavado;DIURNO
3551;4;Planchado;DIURNO
3552;4;Planchado;DIURNO
3553;4;Planchado;NOCTURNO
3554;4;Lavado;COMPLETO
3555;4;Planchado;DIURNO
3556;4;Lavado;NOCTURNO
3557;4;Lavado;COMPLETO
3558;4;Lavado;NOCTURNO
3559;4;Planchado;DIURNO
3560;4;Lavado;DIURNO
3561;4;Planchado;DIURNO
3562;4;Planchado;DIURNO
3563;4;Planchado;NOCTURNO
3564;4;Lavado;COMPLETO
3565;4;Planchado;DIURNO
3566;4;Lavado;NOCTURNO
3567;4;Lavado;COMPLETO
3568;4;Lavado;NOCTURNO
3569;4;Planchado;DIURNO
3570;4;Lavado;DIURNO
3571;4;Planchado;DIURNO
3572;4;Planchado;DIURNO
3573;4;Planchado;NOCTURNO
3574;4;Lavado;COMPLETO
3575;4;Planchado;DIURNO
3576;4;Lavado;NOCTURNO
3577;4;Lavado;COMPLETO
3578;4;Lavado;NOCTURNO
3579;4;Planchado;DIURNO
3580;4;Lavado;DIURNO
3581;4;Planchado;DIURNO
3582;4;Planchado;DIURNO
3583;4;Planchado;NOCTURNO
3584;4;Lavado;COMPLETO
3585;4;Planchado;DIURNO
3586;4;Lavado;NOCTURNO
3587;4;Lavado;COMPLETO
3588;4;Lavado;NOCTURNO
3589;4;Planchado;DIURNO
3590;4;Lavado;DIURNO
3591;4;Planchado;DIURNO
3592;4;Planchado;DIURNO
3593;4;Planchado;NOCTURNO
3594;4;Lavado;COMPLETO
3595;4;Planchado;DIURNO
3596;4;Lavado;NOCTURNO
3597;4;Lavado;COMPLETO
3598;4;Lavado;NOCTURNO
3599;4;Planchado;DIURNO
3600;4;Lavado;DIURNO
3601;4;Planchado;DIURNO
3602;4;Planchado;DIURNO
3603;4;Planchado;NOCTURNO
3604;4;Lavado;COMPLETO
3605;4;Planchado;DIURNO
3606;4;Lavado;NOCTURNO
3607;4;Lavado;COMPLETO
3608;4;Lavado;NOCTURNO
3609;4;Planchado;DIURNO
3610;4;Lavado;DIURNO
3611;4;Planchado;DIURNO
3612;4;Planchado;DIURNO
3613;4;Planchado;NOCTURNO
3614;4;Lavado;COMPLETO
3615;4;Planchado;DIURNO
3616;4;Lavado;NOCTURNO
3617;4;Lavado;COMPLETO
3618;4;Lavado;NOCTURNO
3619;4;Planchado;DIURNO
3620;4;Lavado;DIURNO
3621;4;Planchado;DIURNO
3622;4;Planchado;DIURNO
3623;4;Planchado;NOCTURNO
3624;4;Lavado;COMPLETO
3625;4;Planchado;DIURNO
3626;4;Lavado;NOCTURNO
3627;4;Lavado;COMPLETO
3628;4;Lavado;NOCTURNO
3629;4;Planchado;DIURNO
3630;4;Lavado;DIURNO
3631;4;Planchado;DIURNO
3632;4;Planchado;DIURNO
3633;4;Planchado;NOCTURNO
3634;4;Lavado;COMPLETO
3635;4;Planchado;DIURNO
3636;4;Lavado;NOCTURNO
3637;4;Lavado;COMPLETO
3638;4;Lavado;NOCTURNO
3639;4;Planchado;DIURNO
3640;4;Lavado;DIURNO
3641;4;Planchado;DIURNO
3642;4;Planchado;DIURNO
3643;4;Planchado;NOCTURNO
3644;4;Lavado;COMPLETO
3645;4;Planchado;DIURNO
3646;4;Lavado;NOCTURNO
3647;4;Lavado;COMPLETO
3648;4;Lavado;NOCTURNO
3649;4;Planchado;DIURNO
3650;4;Lavado;DIURNO
3651;4;Planchado;DIURNO
3652;4;Planchado;DIURNO
3653;4;Planchado;NOCTURNO
3654;4;Lavado;COMPLETO
3655;4;Planchado;DIURNO
3656;4;Lavado;NOCTURNO
3657;4;Lavado;COMPLETO
3658;4;Lavado;NOCTURNO
3659;4;Planchado;DIURNO
3660;4;Lavado;DIURNO
3661;4;Planchado;DIURNO
3662;4;Planchado;DIURNO
3663;4;Planchado;NOCTURNO
3664;4;Lavado;COMPLETO
3665;4;Planchado;DIURNO
3666;4;Lavado;NOCTURNO
3667;4;Lavado;COMPLETO
3668;4;Lavado;NOCTURNO
3669;4;Planchado;DIURNO
3670;4;Lavado;DIURNO
3671;4;Planchado;DIURNO
3672;4;Planchado;DIURNO
3673;4;Planchado;NOCTURNO
3674;4;Lavado;COMPLETO
3675;4;Planchado;DIURNO
3676;4;Lavado;NOCTURNO
3677;4;Lavado;COMPLETO
3678;4;Lavado;NOCTURNO
3679;4;Planchado;DIURNO
3680;4;Lavado;DIURNO
3681;4;Planchado;DIURNO
3682;4;Planchado;DIURNO
3683;4;Planchado;NOCTURNO
3684;4;Lavado;COMPLETO
3685;4;Planchado;DIURNO
3686;4;Lavado;NOCTURNO
3687;4;Lavado;COMPLETO
3688;4;Lavado;NOCTURNO
3689;4;Planchado;DIURNO
3690;4;Lavado;DIURNO
3691;4;Planchado;DIURNO
3692;4;Planchado;DIURNO
3693;4;Planchado;NOCTURNO
3694;4;Lavado;COMPLETO
3695;4;Planchado;DIURNO
3696;4;Lavado;NOCTURNO
3697;4;Lavado;COMPLETO
3698;4;Lavado;NOCTURNO
3699;4;Planchado;DIURNO
3700;4;Lavado;DIURNO
3701;4;Planchado;DIURNO
3702;4;Planchado;DIURNO
3703;4;Planchado;NOCTURNO
3704;4;Lavado;COMPLETO
3705;4;Planchado;DIURNO
3706;4;Lavado;NOCTURNO
3707;4;Lavado;COMPLETO
3708;4;Lavado;NOCTURNO
3709;4;Planchado;DIURNO
3710;4;Lavado;DIURNO
3711;4;Planchado;DIURNO
3712;4;Planchado;DIURNO
3713;4;Planchado;NOCTURNO
3714;4;Lavado;COMPLETO
3715;4;Planchado;DIURNO
3716;4;Lavado;NOCTURNO
3717;4;Lavado;COMPLETO
3718;4;Lavado;NOCTURNO
3719;4;Planchado;DIURNO
3720;4;Lavado;DIURNO
3721;4;Planchado;DIURNO
3722;4;Planchado;DIURNO
3723;4;Planchado;NOCTURNO
3724;4;Lavado;COMPLETO
3725;4;Planchado;DIURNO
3726;4;Lavado;NOCTURNO
3727;4;Lavado;COMPLETO
3728;4;Lavado;NOCTURNO
3729;4;Planchado;DIURNO
3730;4;Lavado;DIURNO
3731;4;Planchado;DIURNO
3732;4;Planchado;DIURNO
3733;4;Planchado;NOCTURNO
3734;4;Lavado;COMPLETO
3735;4;Planchado;DIURNO
3736;4;Lavado;NOCTURNO
3737;4;Lavado;COMPLETO
3738;4;Lavado;NOCTURNO
3739;4;Planchado;DIURNO
3740;4;Lavado;DIURNO
3741;4;Planchado;DIURNO
3742;4;Planchado;DIURNO
3743;4;Planchado;NOCTURNO
3744;4;Lavado;COMPLETO
3745;4;Planchado;DIURNO
3746;4;Lavado;NOCTURNO
3747;4;Lavado;COMPLETO
3748;4;Lavado;NOCTURNO
3749;4;Planchado;DIURNO
3750;4;Lavado;DIURNO
3751;4;Planchado;DIURNO
3752;4;Planchado;DIURNO
3753;4;Planchado;NOCTURNO
3754;4;Lavado;COMPLETO
3755;4;Planchado;DIURNO
3756;4;Lavado;NOCTURNO
3757;4;Lavado;COMPLETO
3758;4;Lavado;NOCTURNO
3759;4;Planchado;DIURNO
3760;4;Lavado;DIURNO
3761;4;Planchado;DIURNO
3762;4;Planchado;DIURNO
3763;4;Planchado;NOCTURNO
3764;4;Lavado;COMPLETO
3765;4;Planchado;DIURNO
3766;4;Lavado;NOCTURNO
3767;4;Lavado;COMPLETO
3768;4;Lavado;NOCTURNO
3769;4;Planchado;DIURNO
3770;4;Lavado;DIURNO
3771;4;Planchado;DIURNO
3772;4;Planchado;DIURNO
3773;4;Planchado;NOCTURNO
3774;4;Lavado;COMPLETO
3775;4;Planchado;DIURNO
3776;4;Lavado;NOCTURNO
3777;4;Lavado;COMPLETO
3778;4;Lavado;NOCTURNO
3779;4;Planchado;DIURNO
3780;4;Lavado;DIURNO
3781;4;Planchado;DIURNO
3782;4;Planchado;DIURNO
3783;4;Planchado;NOCTURNO
3784;4;Lavado;COMPLETO
3785;4;Planchado;DIURNO
3786;4;Lavado;NOCTURNO
3787;4;Lavado;COMPLETO
3788;4;Lavado;NOCTURNO
3789;4;Planchado;DIURNO
3790;4;Lavado;DIURNO
3791;4;Planchado;DIURNO
3792;4;Planchado;DIURNO
3793;4;Planchado;NOCTURNO
3794;4;Lavado;COMPLETO
3795;4;Planchado;DIURNO
3796;4;Lavado;NOCTURNO
3797;4;Lavado;COMPLETO
3798;4;Lavado;NOCTURNO
3799;4;Planchado;DIURNO
3800;4;Lavado;DIURNO
3801;4;Planchado;DIURNO
3802;4;Planchado;DIURNO
3803;4;Planchado;NOCTURNO
3804;4;Lavado;COMPLETO
3805;4;Planchado;DIURNO
3806;4;Lavado;NOCTURNO
3807;4;Lavado;COMPLETO
3808;4;Lavado;NOCTURNO
3809;4;Planchado;DIURNO
3810;4;Lavado;DIURNO
3811;4;Planchado;DIURNO
3812;4;Planchado;DIURNO
3813;4;Planchado;NOCTURNO
3814;4;Lavado;COMPLETO
3815;4;Planchado;DIURNO
3816;4;Lavado;NOCTURNO
3817;4;Lavado;COMPLETO
3818;4;Lavado;NOCTURNO
3819;4;Planchado;DIURNO
3820;4;Lavado;DIURNO
3821;4;Planchado;DIURNO
3822;4;Planchado;DIURNO
3823;4;Planchado;NOCTURNO
3824;4;Lavado;COMPLETO
3825;4;Planchado;DIURNO
3826;4;Lavado;NOCTURNO
3827;4;Lavado;COMPLETO
3828;4;Lavado;NOCTURNO
3829;4;Planchado;DIURNO
3830;4;Lavado;DIURNO
3831;4;Planchado;DIURNO
3832;4;Planchado;DIURNO
3833;4;Planchado;NOCTURNO
3834;4;Lavado;COMPLETO
3835;4;Planchado;DIURNO
3836;4;Lavado;NOCTURNO
3837;4;Lavado;COMPLETO
3838;4;Lavado;NOCTURNO
3839;4;Planchado;DIURNO
3840;4;Lavado;DIURNO
3841;4;Planchado;DIURNO
3842;4;Planchado;DIURNO
3843;4;Planchado;NOCTURNO
3844;4;Lavado;COMPLETO
3845;4;Planchado;DIURNO
3846;4;Lavado;NOCTURNO
3847;4;Lavado;COMPLETO
3848;4;Lavado;NOCTURNO
3849;4;Planchado;DIURNO
3850;4;Lavado;DIURNO
3851;4;Planchado;DIURNO
3852;4;Planchado;DIURNO
3853;4;Planchado;NOCTURNO
3854;4;Lavado;COMPLETO
3855;4;Planchado;DIURNO
3856;4;Lavado;NOCTURNO
3857;4;Lavado;COMPLETO
3858;4;Lavado;NOCTURNO
3859;4;Planchado;DIURNO
3860;4;Lavado;DIURNO
3861;4;Planchado;DIURNO
3862;4;Planchado;DIURNO
3863;4;Planchado;NOCTURNO
3864;4;Lavado;COMPLETO
3865;4;Planchado;DIURNO
3866;4;Lavado;NOCTURNO
3867;4;Lavado;COMPLETO
3868;4;Lavado;NOCTURNO
3869;4;Planchado;DIURNO
3870;4;Lavado;DIURNO
3871;4;Planchado;DIURNO
3872;4;Planchado;DIURNO
3873;4;Planchado;NOCTURNO
3874;4;Lavado;COMPLETO
3875;4;Planchado;DIURNO
3876;4;Lavado;NOCTURNO
3877;4;Lavado;COMPLETO
3878;4;Lavado;NOCTURNO
3879;4;Planchado;DIURNO
3880;4;Lavado;DIURNO
3881;4;Planchado;DIURNO
3882;4;Planchado;DIURNO
3883;4;Planchado;NOCTURNO
3884;4;Lavado;COMPLETO
3885;4;Planchado;DIURNO
3886;4;Lavado;NOCTURNO
3887;4;Lavado;COMPLETO
3888;4;Lavado;NOCTURNO
3889;4;Planchado;DIURNO
3890;4;Lavado;DIURNO
3891;4;Planchado;DIURNO
3892;4;Planchado;DIURNO
3893;4;Planchado;NOCTURNO
3894;4;Lavado;COMPLETO
3895;4;Planchado;DIURNO
3896;4;Lavado;NOCTURNO
3897;4;Lavado;COMPLETO
3898;4;Lavado;NOCTURNO
3899;4;Planchado;DIURNO
3900;4;Lavado;DIURNO
3901;4;Planchado;DIURNO
3902;4;Planchado;DIURNO
3903;4;Planchado;NOCTURNO
3904;4;Lavado;COMPLETO
3905;4;Planchado;DIURNO
3906;4;Lavado;NOCTURNO
3907;4;Lavado;COMPLETO
3908;4;Lavado;NOCTURNO
3909;4;Planchado;DIURNO
3910;4;Lavado;DIURNO
3911;4;Planchado;DIURNO
3912;4;Planchado;DIURNO
3913;4;Planchado;NOCTURNO
3914;4;Lavado;COMPLETO
3915;4;Planchado;DIURNO
3916;4;Lavado;NOCTURNO
3917;4;Lavado;COMPLETO
3918;4;Lavado;NOCTURNO
3919;4;Planchado;DIURNO
3920;4;Lavado;DIURNO
3921;4;Planchado;DIURNO
3922;4;Planchado;DIURNO
3923;4;Planchado;NOCTURNO
3924;4;Lavado;COMPLETO
3925;4;Planchado;DIURNO
3926;4;Lavado;NOCTURNO
3927;4;Lavado;COMPLETO
3928;4;Lavado;NOCTURNO
3929;4;Planchado;DIURNO
3930;4;Lavado;DIURNO
3931;4;Planchado;DIURNO
3932;4;Planchado;DIURNO
3933;4;Planchado;NOCTURNO
3934;4;Lavado;COMPLETO
3935;4;Planchado;DIURNO
3936;4;Lavado;NOCTURNO
3937;4;Lavado;COMPLETO
3938;4;Lavado;NOCTURNO
3939;4;Planchado;DIURNO
3940;4;Lavado;DIURNO
3941;4;Planchado;DIURNO
3942;4;Planchado;DIURNO
3943;4;Planchado;NOCTURNO
3944;4;Lavado;COMPLETO
3945;4;Planchado;DIURNO
3946;4;Lavado;NOCTURNO
3947;4;Lavado;COMPLETO
3948;4;Lavado;NOCTURNO
3949;4;Planchado;DIURNO
3950;4;Lavado;DIURNO
3951;4;Planchado;DIURNO
3952;4;Planchado;DIURNO
3953;4;Planchado;NOCTURNO
3954;4;Lavado;COMPLETO
3955;4;Planchado;DIURNO
3956;4;Lavado;NOCTURNO
3957;4;Lavado;COMPLETO
3958;4;Lavado;NOCTURNO
3959;4;Planchado;DIURNO
3960;4;Lavado;DIURNO
3961;4;Planchado;DIURNO
3962;4;Planchado;DIURNO
3963;4;Planchado;NOCTURNO
3964;4;Lavado;COMPLETO
3965;4;Planchado;DIURNO
3966;4;Lavado;NOCTURNO
3967;4;Lavado;COMPLETO
3968;4;Lavado;NOCTURNO
3969;4;Planchado;DIURNO
3970;4;Lavado;DIURNO
3971;4;Planchado;DIURNO
3972;4;Planchado;DIURNO
3973;4;Planchado;NOCTURNO
3974;4;Lavado;COMPLETO
3975;4;Planchado;DIURNO
3976;4;Lavado;NOCTURNO
3977;4;Lavado;COMPLETO
3978;4;Lavado;NOCTURNO
3979;4;Planchado;DIURNO
3980;4;Lavado;DIURNO
3981;4;Planchado;DIURNO
3982;4;Planchado;DIURNO
3983;4;Planchado;NOCTURNO
3984;4;Lavado;COMPLETO
3985;4;Planchado;DIURNO
3986;4;Lavado;NOCTURNO
3987;4;Lavado;COMPLETO
3988;4;Lavado;NOCTURNO
3989;4;Planchado;DIURNO
3990;4;Lavado;DIURNO
3991;4;Planchado;DIURNO
3992;4;Planchado;DIURNO
3993;4;Planchado;NOCTURNO
3994;4;Lavado;COMPLETO
3995;4;Planchado;DIURNO
3996;4;Lavado;NOCTURNO
3997;4;Lavado;COMPLETO
3998;4;Lavado;NOCTURNO
3999;4;Planchado;DIURNO
4000;4;Lavado;DIURNO
4001;4;Planchado;DIURNO
4002;4;Planchado;DIURNO
4003;4;Planchado;NOCTURNO
4004;4;Lavado;COMPLETO
4005;4;Planchado;DIURNO
4006;4;Lavado;NOCTURNO
4007;4;Lavado;COMPLETO
4008;4;Lavado;NOCTURNO
4009;4;Planchado;DIURNO
4010;4;Lavado;DIURNO
4011;4;Planchado;DIURNO
4012;4;Planchado;DIURNO
4013;4;Planchado;NOCTURNO
4014;4;Lavado;COMPLETO
4015;4;Planchado;DIURNO
4016;4;Lavado;NOCTURNO
4017;4;Lavado;COMPLETO
4018;4;Lavado;NOCTURNO
