id;idServicio;capacidadPiscina;profundidad;horario;nombrePiscina
3308;5;44;149;NOCTURNO;regional
3309;5;47;266;NOCTURNO;multi-tasking
3310;5;14;134;NOCTURNO;Optional
3311;5;50;233;COMPLETO;next generation
3312;5;8;272;DIURNO;zero tolerance
3313;5;59;265;DIURNO;Organic
3314;5;47;207;NOCTURNO;Persistent
3315;5;25;74;NOCTURNO;groupware
3316;5;50;41;COMPLETO;optimizing
3317;5;39;61;COMPLETO;system engine
3318;5;43;275;DIURNO;Reverse-engineered
3319;5;37;51;DIURNO;Optional
3320;5;4;250;NOCTURNO;actuating
3321;5;68;188;DIURNO;Centralized
3322;5;29;20;COMPLETO;firmware
3323;5;29;54;DIURNO;interface
3324;5;67;14;NOCTURNO;utilisation
3325;5;51;156;DIURNO;instruction set
3326;5;6;250;DIURNO;Digitized
3327;5;20;171;COMPLETO;migration
3328;5;18;199;DIURNO;frame
3329;5;55;279;COMPLETO;human-resource
3330;5;41;256;DIURNO;Cloned
3331;5;40;193;NOCTURNO;Up-sized
3332;5;10;202;COMPLETO;upward-trending
3333;5;63;175;DIURNO;eco-centric
3334;5;8;166;NOCTURNO;circuit
3335;5;33;234;NOCTURNO;Quality-focused
3336;5;17;32;NOCTURNO;Reverse-engineered
3337;5;7;287;DIURNO;fresh-thinking
3338;5;13;106;NOCTURNO;matrices
3339;5;1;90;DIURNO;Re-engineered
3340;5;52;290;COMPLETO;analyzing
3341;5;48;51;COMPLETO;Grass-roots
3342;5;39;26;NOCTURNO;Stand-alone
3343;5;54;27;COMPLETO;Self-enabling
3344;5;20;140;DIURNO;info-mediaries
3345;5;15;11;COMPLETO;policy
3346;5;49;70;DIURNO;Digitized
3347;5;44;45;COMPLETO;Monitored
3348;5;66;159;DIURNO;client-server
3349;5;63;276;DIURNO;modular
3350;5;5;31;COMPLETO;array
3351;5;28;228;DIURNO;scalable
3352;5;7;161;NOCTURNO;composite
3353;5;57;59;DIURNO;systemic
3354;5;23;284;DIURNO;policy
3355;5;40;197;COMPLETO;functionalities
3356;5;13;148;COMPLETO;attitude-oriented
3357;5;11;243;DIURNO;Versatile
3358;5;25;240;NOCTURNO;Pre-emptive
3359;5;47;35;COMPLETO;directional
3360;5;44;68;NOCTURNO;content-based
3361;5;61;44;DIURNO;analyzer
3362;5;11;165;NOCTURNO;algorithm
3363;5;7;146;NOCTURNO;productivity
3364;5;43;164;COMPLETO;paradigm
3365;5;45;83;NOCTURNO;Object-based
3366;5;60;50;NOCTURNO;hardware
3367;5;60;210;NOCTURNO;foreground
3368;5;33;291;COMPLETO;Profound
3369;5;15;88;COMPLETO;Visionary
3370;5;17;276;DIURNO;client-driven
3371;5;46;205;NOCTURNO;cohesive
3372;5;38;83;NOCTURNO;content-based
3373;5;11;109;NOCTURNO;knowledge user
3374;5;16;214;COMPLETO;multi-state
3375;5;26;123;NOCTURNO;intranet
3376;5;35;189;DIURNO;Customizable
3377;5;16;287;DIURNO;Fundamental
3378;5;22;278;DIURNO;5th generation
3379;5;66;40;NOCTURNO;analyzing
3380;5;18;110;COMPLETO;heuristic
3381;5;32;109;COMPLETO;encoding
3382;5;60;17;COMPLETO;Right-sized
3383;5;48;242;DIURNO;monitoring
3384;5;11;238;COMPLETO;Profound
3385;5;51;27;DIURNO;User-centric
3386;5;26;158;COMPLETO;hierarchy
3387;5;58;48;DIURNO;human-resource
3388;5;65;284;DIURNO;context-sensitive
3389;5;35;289;NOCTURNO;support
3390;5;17;130;COMPLETO;Expanded
3391;5;54;61;COMPLETO;Graphic Interface
3392;5;37;287;COMPLETO;Customizable
3393;5;58;67;COMPLETO;Profound
3394;5;39;161;NOCTURNO;task-force
3395;5;52;111;NOCTURNO;secured line
3396;5;61;213;COMPLETO;object-oriented
3397;5;38;269;COMPLETO;project
3398;5;70;36;COMPLETO;4th generation
3399;5;63;248;COMPLETO;real-time
3400;5;66;12;COMPLETO;secured line
3401;5;10;92;NOCTURNO;Automated
3402;5;21;252;DIURNO;Seamless
3403;5;1;35;COMPLETO;executive
3404;5;1;79;NOCTURNO;database
3405;5;51;281;COMPLETO;empowering
3406;5;67;229;COMPLETO;function
3407;5;55;138;COMPLETO;policy
3408;5;10;214;COMPLETO;modular
3409;5;44;126;DIURNO;Vision-oriented
3410;5;29;279;COMPLETO;Object-based
3411;5;17;20;COMPLETO;optimal
3412;5;11;219;COMPLETO;productivity
3413;5;35;24;COMPLETO;value-added
3414;5;24;33;COMPLETO;scalable
3415;5;65;206;NOCTURNO;Open-architected
3416;5;61;45;NOCTURNO;infrastructure
3417;5;13;219;NOCTURNO;Future-proofed
3418;5;18;187;COMPLETO;multi-tasking
3419;5;1;265;NOCTURNO;Reactive
3420;5;63;190;COMPLETO;stable
3421;5;12;279;NOCTURNO;Cloned
3422;5;56;100;DIURNO;interface
3423;5;28;172;COMPLETO;protocol
3424;5;66;273;DIURNO;artificial intelligence
3425;5;13;68;DIURNO;Re-contextualized
3426;5;42;161;NOCTURNO;Up-sized
3427;5;7;203;COMPLETO;dedicated
3428;5;27;105;DIURNO;Open-source
3429;5;10;262;NOCTURNO;Adaptive
3430;5;3;47;COMPLETO;Fully-configurable
3431;5;58;159;COMPLETO;motivating
3432;5;10;227;COMPLETO;Visionary
3433;5;60;225;NOCTURNO;Seamless
3434;5;63;218;DIURNO;maximized
3435;5;55;241;NOCTURNO;intangible
3436;5;66;69;COMPLETO;Integrated
3437;5;50;145;NOCTURNO;content-based
3438;5;41;265;NOCTURNO;hub
3439;5;27;73;COMPLETO;Ameliorated
3440;5;30;137;DIURNO;interactive
3441;5;45;112;NOCTURNO;definition
3442;5;55;293;NOCTURNO;bandwidth-monitored
3443;5;48;69;COMPLETO;process improvement
3444;5;4;157;COMPLETO;frame
3445;5;31;134;DIURNO;solution
3446;5;49;145;NOCTURNO;utilisation
3447;5;8;104;DIURNO;Switchable
3448;5;28;124;COMPLETO;directional
3449;5;61;86;COMPLETO;regional
3450;5;47;250;DIURNO;Balanced
3451;5;37;279;DIURNO;heuristic
3452;5;32;115;NOCTURNO;knowledge base
3453;5;41;110;NOCTURNO;Self-enabling
3454;5;11;66;DIURNO;projection
3455;5;49;300;COMPLETO;systemic
3456;5;5;44;COMPLETO;analyzing
3457;5;49;199;COMPLETO;support
3458;5;24;94;DIURNO;infrastructure
3459;5;56;97;DIURNO;parallelism
3460;5;53;92;DIURNO;installation
3461;5;20;117;COMPLETO;global
3462;5;17;167;COMPLETO;zero tolerance
3463;5;30;101;COMPLETO;Networked
3464;5;48;260;COMPLETO;matrices
3465;5;51;19;COMPLETO;open architecture
3466;5;18;95;NOCTURNO;homogeneous
3467;5;62;286;NOCTURNO;27-jul
3468;5;47;85;NOCTURNO;middleware
3469;5;9;91;DIURNO;access
3470;5;18;288;COMPLETO;implementation
3471;5;49;20;DIURNO;knowledge user
3472;5;32;64;DIURNO;Devolved
3473;5;22;62;DIURNO;intranet
3474;5;58;187;DIURNO;clear-thinking
3475;5;50;278;NOCTURNO;array
3476;5;48;124;DIURNO;Visionary
3477;5;29;159;DIURNO;Optional
3478;5;23;29;DIURNO;mobile
3479;5;52;111;DIURNO;explicit
3480;5;32;112;COMPLETO;Mandatory
3481;5;24;278;COMPLETO;maximized
3482;5;69;52;COMPLETO;bi-directional
3483;5;39;285;COMPLETO;function
3484;5;1;286;NOCTURNO;Optimized
3485;5;52;117;NOCTURNO;non-volatile
3486;5;54;42;DIURNO;explicit
3487;5;2;58;DIURNO;installation
3488;5;32;267;NOCTURNO;Centralized
3489;5;40;91;COMPLETO;didactic
3490;5;29;43;NOCTURNO;radical
3491;5;58;167;DIURNO;implementation
3492;5;49;166;NOCTURNO;high-level
3493;5;23;241;NOCTURNO;hybrid
3494;5;31;163;COMPLETO;eco-centric
3495;5;58;127;COMPLETO;internet solution
3496;5;15;190;NOCTURNO;attitude
3497;5;2;99;NOCTURNO;open system
3498;5;31;272;COMPLETO;standardization
3499;5;47;82;NOCTURNO;Profit-focused
3500;5;53;164;DIURNO;Public-key
3501;5;37;87;COMPLETO;intangible
3502;5;49;36;DIURNO;synergy
3503;5;32;84;DIURNO;upward-trending
3504;5;1;193;NOCTURNO;focus group
3505;5;40;111;NOCTURNO;Organic
3506;5;5;175;COMPLETO;Advanced
3507;5;54;229;COMPLETO;Profit-focused
3508;5;65;242;COMPLETO;encryption
3509;5;37;10;NOCTURNO;Re-contextualized
3510;5;29;121;COMPLETO;real-time
3511;5;26;104;COMPLETO;incremental
3512;5;32;31;DIURNO;Automated
3513;5;36;257;NOCTURNO;Future-proofed
3514;5;66;43;NOCTURNO;grid-enabled
3515;5;56;165;NOCTURNO;Networked
3516;5;5;38;COMPLETO;monitoring
3517;5;66;254;COMPLETO;middleware
3518;5;41;176;COMPLETO;multi-tasking
3519;5;34;147;COMPLETO;Vision-oriented
3520;5;13;11;NOCTURNO;Organic
3521;5;28;26;COMPLETO;capacity
3522;5;5;119;COMPLETO;directional
3523;5;52;18;NOCTURNO;Object-based
3524;5;64;111;NOCTURNO;data-warehouse
3525;5;25;210;NOCTURNO;uniform
3526;5;3;141;NOCTURNO;Devolved
3527;5;36;15;COMPLETO;hierarchy
3528;5;2;171;NOCTURNO;zero defect
3529;5;41;26;NOCTURNO;contingency
3530;5;17;68;NOCTURNO;emulation
3531;5;41;79;NOCTURNO;portal
3532;5;6;85;COMPLETO;eco-centric
3533;5;8;93;DIURNO;real-time
3534;5;61;105;COMPLETO;even-keeled
3535;5;30;20;DIURNO;Team-oriented
3536;5;3;107;DIURNO;knowledge base
3537;5;50;193;NOCTURNO;Grass-roots
3538;5;19;219;DIURNO;moderator
3539;5;28;194;DIURNO;complexity
3540;5;14;204;COMPLETO;support
3541;5;8;271;NOCTURNO;Multi-tiered
3542;5;9;241;NOCTURNO;Ergonomic
3543;5;59;156;DIURNO;Implemented
3544;5;49;125;NOCTURNO;workforce
3545;5;1;291;DIURNO;asymmetric
3546;5;10;63;NOCTURNO;Business-focused
3547;5;29;246;DIURNO;Decentralized
3548;5;30;267;NOCTURNO;scalable
3549;5;41;149;COMPLETO;archive
3550;5;12;292;NOCTURNO;support
3551;5;52;18;DIURNO;core
3552;5;39;55;COMPLETO;policy
3553;5;47;208;COMPLETO;national
3554;5;7;200;DIURNO;projection
3555;5;8;176;COMPLETO;asymmetric
3556;5;8;38;COMPLETO;disintermediate
3557;5;35;88;COMPLETO;value-added
3558;5;49;156;DIURNO;global
3559;5;23;231;NOCTURNO;Reactive
3560;5;31;41;DIURNO;Optimized
3561;5;5;93;NOCTURNO;Seamless
3562;5;39;75;COMPLETO;paradigm
3563;5;68;68;DIURNO;local area network
3564;5;43;113;DIURNO;Future-proofed
3565;5;34;140;COMPLETO;ability
3566;5;46;39;COMPLETO;De-engineered
3567;5;3;234;COMPLETO;Seamless
3568;5;61;16;COMPLETO;productivity
3569;5;61;108;COMPLETO;optimal
3570;5;48;244;COMPLETO;Reverse-engineered
3571;5;61;165;COMPLETO;framework
3572;5;52;255;DIURNO;open architecture
3573;5;14;244;NOCTURNO;dedicated
3574;5;28;90;NOCTURNO;mobile
3575;5;42;77;DIURNO;Reduced
3576;5;34;263;DIURNO;portal
3577;5;25;38;DIURNO;leverage
3578;5;19;196;DIURNO;paradigm
3579;5;39;279;NOCTURNO;fault-tolerant
3580;5;12;281;DIURNO;Up-sized
3581;5;65;282;COMPLETO;Open-architected
3582;5;11;190;COMPLETO;Ameliorated
3583;5;60;24;NOCTURNO;scalable
3584;5;26;221;DIURNO;zero tolerance
3585;5;37;108;NOCTURNO;responsive
3586;5;61;54;COMPLETO;application
3587;5;40;76;NOCTURNO;archive
3588;5;67;19;DIURNO;Intuitive
3589;5;23;212;NOCTURNO;Cross-group
3590;5;62;94;COMPLETO;Open-architected
3591;5;22;255;NOCTURNO;approach
3592;5;32;80;COMPLETO;Object-based
3593;5;14;72;DIURNO;full-range
3594;5;14;78;COMPLETO;Reactive
3595;5;53;98;DIURNO;zero tolerance
3596;5;67;102;NOCTURNO;initiative
3597;5;11;114;COMPLETO;needs-based
3598;5;26;276;DIURNO;leverage
3599;5;9;153;DIURNO;User-centric
3600;5;51;199;DIURNO;coherent
3601;5;67;99;NOCTURNO;impactful
3602;5;65;245;COMPLETO;bandwidth-monitored
3603;5;9;148;NOCTURNO;archive
3604;5;18;257;NOCTURNO;stable
3605;5;58;140;DIURNO;mission-critical
3606;5;30;50;DIURNO;core
3607;5;12;24;COMPLETO;Digitized
3608;5;34;201;NOCTURNO;function
3609;5;54;88;DIURNO;access
3610;5;34;284;NOCTURNO;intangible
3611;5;59;229;COMPLETO;optimal
3612;5;50;295;COMPLETO;Face to face
3613;5;44;76;NOCTURNO;zero tolerance
3614;5;29;185;NOCTURNO;toolset
3615;5;33;80;NOCTURNO;model
3616;5;49;270;COMPLETO;dedicated
3617;5;39;145;DIURNO;contingency
3618;5;21;79;NOCTURNO;conglomeration
3619;5;42;121;DIURNO;web-enabled
3620;5;23;141;DIURNO;next generation
3621;5;60;146;DIURNO;scalable
3622;5;56;101;COMPLETO;5th generation
3623;5;59;142;COMPLETO;Re-engineered
3624;5;63;126;DIURNO;eco-centric
3625;5;65;228;COMPLETO;initiative
3626;5;21;227;NOCTURNO;Automated
3627;5;29;112;NOCTURNO;adapter
3628;5;26;142;DIURNO;Assimilated
3629;5;2;68;NOCTURNO;budgetary management
3630;5;40;213;DIURNO;budgetary management
3631;5;4;272;DIURNO;Managed
3632;5;48;92;DIURNO;value-added
3633;5;58;63;NOCTURNO;hardware
3634;5;34;154;COMPLETO;stable
3635;5;30;47;COMPLETO;Re-contextualized
3636;5;67;112;DIURNO;Diverse
3637;5;44;217;DIURNO;directional
3638;5;49;104;DIURNO;Proactive
3639;5;19;204;NOCTURNO;dynamic
3640;5;15;88;DIURNO;Re-contextualized
3641;5;47;156;DIURNO;next generation
3642;5;52;290;NOCTURNO;foreground
3643;5;32;78;DIURNO;model
3644;5;63;300;COMPLETO;methodical
3645;5;16;137;NOCTURNO;strategy
3646;5;68;212;DIURNO;Graphic Interface
3647;5;47;191;NOCTURNO;product
3648;5;28;38;NOCTURNO;static
3649;5;6;39;COMPLETO;static
3650;5;30;56;COMPLETO;circuit
3651;5;5;254;COMPLETO;cohesive
3652;5;60;27;DIURNO;high-level
3653;5;46;39;DIURNO;attitude-oriented
3654;5;9;49;COMPLETO;hierarchy
3655;5;15;158;DIURNO;bifurcated
3656;5;21;171;DIURNO;Reduced
3657;5;6;198;NOCTURNO;functionalities
3658;5;4;276;DIURNO;tertiary
3659;5;52;38;COMPLETO;data-warehouse
3660;5;15;275;COMPLETO;Up-sized
3661;5;31;289;DIURNO;Distributed
3662;5;28;229;COMPLETO;Phased
3663;5;15;154;COMPLETO;capacity
3664;5;24;55;NOCTURNO;Re-engineered
3665;5;58;179;DIURNO;eco-centric
3666;5;3;52;DIURNO;monitoring
3667;5;29;13;DIURNO;structure
3668;5;45;46;COMPLETO;middleware
3669;5;40;75;NOCTURNO;alliance
3670;5;42;97;COMPLETO;real-time
3671;5;40;116;COMPLETO;Re-engineered
3672;5;26;24;NOCTURNO;moratorium
3673;5;20;13;COMPLETO;superstructure
3674;5;1;232;NOCTURNO;leading edge
3675;5;63;156;NOCTURNO;definition
3676;5;21;164;DIURNO;paradigm
3677;5;17;261;DIURNO;clear-thinking
3678;5;57;170;COMPLETO;exuding
3679;5;25;151;DIURNO;Up-sized
3680;5;60;110;NOCTURNO;eco-centric
3681;5;6;184;DIURNO;Business-focused
3682;5;32;276;NOCTURNO;Open-architected
3683;5;67;222;NOCTURNO;Seamless
3684;5;3;233;NOCTURNO;middleware
3685;5;16;195;COMPLETO;client-server
3686;5;19;217;NOCTURNO;Function-based
3687;5;52;187;NOCTURNO;Mandatory
3688;5;25;275;DIURNO;local area network
3689;5;3;171;NOCTURNO;orchestration
3690;5;68;27;NOCTURNO;Public-key
3691;5;2;151;NOCTURNO;monitoring
3692;5;54;213;COMPLETO;next generation
3693;5;4;148;COMPLETO;neural-net
3694;5;22;92;COMPLETO;time-frame
3695;5;47;144;COMPLETO;motivating
3696;5;53;52;DIURNO;27-jul
3697;5;59;261;NOCTURNO;5th generation
3698;5;16;300;NOCTURNO;Cross-platform
3699;5;11;224;COMPLETO;protocol
3700;5;40;38;DIURNO;Multi-tiered
3701;5;44;210;COMPLETO;instruction set
3702;5;17;144;COMPLETO;Synergized
3703;5;5;21;COMPLETO;toolset
3704;5;49;52;DIURNO;parallelism
3705;5;37;243;DIURNO;Digitized
3706;5;45;251;COMPLETO;toolset
3707;5;43;28;COMPLETO;client-driven
3708;5;18;177;DIURNO;emulation
3709;5;2;206;DIURNO;actuating
3710;5;28;216;COMPLETO;definition
3711;5;5;219;COMPLETO;Open-source
3712;5;47;182;DIURNO;Right-sized
3713;5;59;16;NOCTURNO;algorithm
3714;5;27;143;COMPLETO;ability
3715;5;23;212;DIURNO;transitional
3716;5;2;21;NOCTURNO;hierarchy
3717;5;26;98;COMPLETO;Digitized
3718;5;8;120;NOCTURNO;Reduced
3719;5;35;204;NOCTURNO;bifurcated
3720;5;34;286;DIURNO;Graphic Interface
3721;5;31;208;NOCTURNO;Robust
3722;5;47;104;DIURNO;Polarised
3723;5;25;291;DIURNO;pricing structure
3724;5;28;84;DIURNO;Persistent
3725;5;30;51;DIURNO;paradigm
3726;5;23;83;DIURNO;Implemented
3727;5;63;161;COMPLETO;mission-critical
3728;5;70;186;COMPLETO;high-level
3729;5;3;157;DIURNO;success
3730;5;22;110;COMPLETO;Ergonomic
3731;5;25;126;COMPLETO;interface
3732;5;6;272;DIURNO;user-facing
3733;5;4;96;NOCTURNO;Graphical User Interface
3734;5;39;90;DIURNO;adapter
3735;5;39;26;NOCTURNO;coherent
3736;5;24;75;COMPLETO;migration
3737;5;48;19;COMPLETO;User-friendly
3738;5;51;42;DIURNO;flexibility
3739;5;36;38;NOCTURNO;bandwidth-monitored
3740;5;41;61;COMPLETO;optimal
3741;5;26;271;DIURNO;support
3742;5;31;278;COMPLETO;Cloned
3743;5;4;235;DIURNO;empowering
3744;5;49;146;NOCTURNO;array
3745;5;59;155;DIURNO;adapter
3746;5;6;113;COMPLETO;multi-tasking
3747;5;53;71;DIURNO;Intuitive
3748;5;69;236;NOCTURNO;solution
3749;5;61;104;COMPLETO;Innovative
3750;5;20;258;COMPLETO;orchestration
3751;5;39;115;DIURNO;info-mediaries
3752;5;1;132;DIURNO;circuit
3753;5;38;219;NOCTURNO;focus group
3754;5;27;50;NOCTURNO;Self-enabling
3755;5;62;291;NOCTURNO;context-sensitive
3756;5;57;242;NOCTURNO;Multi-tiered
3757;5;60;154;COMPLETO;Re-contextualized
3758;5;47;63;NOCTURNO;Assimilated
3759;5;39;239;DIURNO;holistic
3760;5;5;249;NOCTURNO;hierarchy
3761;5;17;293;DIURNO;superstructure
3762;5;52;242;NOCTURNO;local
3763;5;2;193;DIURNO;responsive
3764;5;33;163;DIURNO;scalable
3765;5;48;41;COMPLETO;even-keeled
3766;5;24;232;DIURNO;Streamlined
3767;5;20;103;DIURNO;installation
3768;5;52;294;COMPLETO;utilisation
3769;5;3;240;NOCTURNO;projection
3770;5;46;291;DIURNO;task-force
3771;5;47;220;DIURNO;multi-tasking
3772;5;39;229;NOCTURNO;system-worthy
3773;5;9;239;DIURNO;Synchronised
3774;5;30;300;COMPLETO;success
3775;5;41;51;DIURNO;migration
3776;5;24;91;DIURNO;access
3777;5;1;221;COMPLETO;Adaptive
3778;5;4;161;DIURNO;Fully-configurable
3779;5;36;91;NOCTURNO;Synergistic
3780;5;3;208;DIURNO;hierarchy
3781;5;67;69;DIURNO;multi-tasking
3782;5;67;149;DIURNO;policy
3783;5;55;184;DIURNO;Multi-layered
3784;5;5;262;NOCTURNO;Right-sized
3785;5;53;250;COMPLETO;Synergistic
3786;5;37;189;DIURNO;Re-engineered
3787;5;22;43;NOCTURNO;Synchronised
3788;5;64;132;COMPLETO;Devolved
3789;5;33;129;NOCTURNO;contextually-based
3790;5;9;199;COMPLETO;bottom-line
3791;5;50;275;NOCTURNO;architecture
3792;5;3;268;COMPLETO;Profound
3793;5;38;173;NOCTURNO;scalable
3794;5;15;244;NOCTURNO;De-engineered
3795;5;69;194;DIURNO;circuit
3796;5;24;285;COMPLETO;empowering
3797;5;1;200;NOCTURNO;Open-architected
3798;5;15;297;DIURNO;4th generation
3799;5;15;69;DIURNO;policy
3800;5;41;231;NOCTURNO;stable
3801;5;12;19;NOCTURNO;installation
3802;5;61;288;COMPLETO;even-keeled
3803;5;61;245;DIURNO;Triple-buffered
3804;5;2;70;COMPLETO;Cross-platform
3805;5;28;273;DIURNO;Automated
3806;5;37;123;DIURNO;strategy
3807;5;22;38;DIURNO;Reactive
3808;5;31;94;DIURNO;knowledge base
3809;5;25;292;DIURNO;circuit
3810;5;27;106;NOCTURNO;exuding
3811;5;54;75;COMPLETO;Integrated
3812;5;9;178;NOCTURNO;middleware
3813;5;33;294;DIURNO;neural-net
3814;5;43;297;NOCTURNO;Robust
3815;5;52;142;COMPLETO;holistic
3816;5;1;172;NOCTURNO;forecast
3817;5;13;72;DIURNO;object-oriented
3818;5;12;27;NOCTURNO;Customer-focused
3819;5;14;187;DIURNO;policy
3820;5;62;96;COMPLETO;help-desk
3821;5;41;77;NOCTURNO;analyzing
3822;5;27;189;DIURNO;interactive
3823;5;30;219;DIURNO;Decentralized
3824;5;52;130;COMPLETO;Focused
3825;5;61;27;COMPLETO;Proactive
3826;5;9;102;NOCTURNO;architecture
3827;5;18;256;DIURNO;next generation
3828;5;46;42;COMPLETO;full-range
3829;5;36;149;DIURNO;holistic
3830;5;6;274;NOCTURNO;solution-oriented
3831;5;4;67;DIURNO;secondary
3832;5;18;196;NOCTURNO;high-level
3833;5;62;43;NOCTURNO;monitoring
3834;5;66;101;DIURNO;motivating
3835;5;40;183;NOCTURNO;info-mediaries
3836;5;58;13;COMPLETO;alliance
3837;5;28;179;NOCTURNO;open system
3838;5;49;50;COMPLETO;attitude-oriented
3839;5;59;246;NOCTURNO;bi-directional
3840;5;38;81;COMPLETO;Business-focused
3841;5;25;164;COMPLETO;fresh-thinking
3842;5;23;118;DIURNO;orchestration
3843;5;59;273;NOCTURNO;groupware
3844;5;60;58;DIURNO;dynamic
3845;5;17;233;COMPLETO;Switchable
3846;5;59;230;DIURNO;Multi-lateral
3847;5;54;10;NOCTURNO;installation
3848;5;45;56;NOCTURNO;matrix
3849;5;50;62;NOCTURNO;Operative
3850;5;10;129;NOCTURNO;holistic
3851;5;34;21;DIURNO;directional
3852;5;59;279;COMPLETO;stable
3853;5;46;31;COMPLETO;toolset
3854;5;20;257;COMPLETO;maximized
3855;5;17;285;DIURNO;Open-architected
3856;5;39;273;COMPLETO;pricing structure
3857;5;8;296;DIURNO;core
3858;5;69;157;COMPLETO;Fully-configurable
3859;5;45;246;DIURNO;disintermediate
3860;5;52;118;NOCTURNO;asymmetric
3861;5;48;34;NOCTURNO;middleware
3862;5;11;143;COMPLETO;human-resource
3863;5;60;135;NOCTURNO;interactive
3864;5;32;125;COMPLETO;Fundamental
3865;5;11;16;DIURNO;knowledge base
3866;5;16;100;COMPLETO;encryption
3867;5;21;194;DIURNO;policy
3868;5;56;26;COMPLETO;Graphical User Interface
3869;5;60;261;DIURNO;intermediate
3870;5;23;96;DIURNO;complexity
3871;5;65;30;NOCTURNO;alliance
3872;5;19;126;DIURNO;empowering
3873;5;6;89;NOCTURNO;next generation
3874;5;36;24;COMPLETO;Intuitive
3875;5;46;186;NOCTURNO;asymmetric
3876;5;17;46;COMPLETO;Robust
3877;5;48;60;NOCTURNO;instruction set
3878;5;48;237;NOCTURNO;concept
3879;5;63;32;NOCTURNO;Decentralized
3880;5;42;276;DIURNO;real-time
3881;5;50;10;DIURNO;Expanded
3882;5;48;190;COMPLETO;methodology
3883;5;39;88;COMPLETO;Expanded
3884;5;15;27;DIURNO;Progressive
3885;5;40;40;DIURNO;Adaptive
3886;5;29;92;DIURNO;composite
3887;5;30;98;COMPLETO;heuristic
3888;5;37;45;NOCTURNO;needs-based
3889;5;12;105;DIURNO;optimizing
3890;5;68;237;COMPLETO;directional
3891;5;11;26;NOCTURNO;infrastructure
3892;5;17;231;NOCTURNO;benchmark
3893;5;45;186;NOCTURNO;Upgradable
3894;5;65;193;DIURNO;multimedia
3895;5;27;16;DIURNO;instruction set
3896;5;53;230;COMPLETO;leading edge
3897;5;10;139;DIURNO;success
3898;5;15;54;COMPLETO;neutral
3899;5;43;266;COMPLETO;synergy
3900;5;28;86;DIURNO;adapter
3901;5;4;92;NOCTURNO;Optimized
3902;5;59;31;DIURNO;needs-based
3903;5;40;231;DIURNO;architecture
3904;5;26;218;COMPLETO;scalable
3905;5;25;81;COMPLETO;object-oriented
3906;5;63;40;NOCTURNO;knowledge user
3907;5;7;65;NOCTURNO;alliance
3908;5;8;100;DIURNO;toolset
3909;5;28;13;COMPLETO;tertiary
3910;5;8;174;NOCTURNO;tangible
3911;5;43;201;COMPLETO;holistic
3912;5;4;238;COMPLETO;artificial intelligence
3913;5;9;297;NOCTURNO;approach
3914;5;21;266;DIURNO;Programmable
3915;5;54;176;DIURNO;Cross-group
3916;5;65;113;NOCTURNO;background
3917;5;3;97;COMPLETO;functionalities
3918;5;27;42;DIURNO;matrix
3919;5;29;300;DIURNO;needs-based
3920;5;20;96;COMPLETO;modular
3921;5;46;82;COMPLETO;interactive
3922;5;39;277;COMPLETO;Future-proofed
3923;5;69;84;DIURNO;multi-tasking
3924;5;69;93;COMPLETO;directional
3925;5;36;217;DIURNO;Persevering
3926;5;24;223;NOCTURNO;Triple-buffered
3927;5;44;250;DIURNO;Reverse-engineered
3928;5;65;200;DIURNO;intangible
3929;5;32;249;DIURNO;productivity
3930;5;17;150;COMPLETO;demand-driven
3931;5;34;154;NOCTURNO;Quality-focused
3932;5;51;107;NOCTURNO;secondary
3933;5;69;148;COMPLETO;product
3934;5;7;132;DIURNO;Sharable
3935;5;34;175;NOCTURNO;responsive
3936;5;20;224;NOCTURNO;approach
3937;5;38;190;DIURNO;Compatible
3938;5;65;216;COMPLETO;static
3939;5;54;131;COMPLETO;Re-contextualized
3940;5;40;26;DIURNO;Automated
3941;5;64;237;COMPLETO;didactic
3942;5;2;102;DIURNO;actuating
3943;5;14;201;NOCTURNO;disintermediate
3944;5;20;47;NOCTURNO;Vision-oriented
3945;5;65;65;NOCTURNO;tertiary
3946;5;2;202;COMPLETO;Visionary
3947;5;44;57;NOCTURNO;matrix
3948;5;36;173;DIURNO;Customer-focused
3949;5;23;131;NOCTURNO;disintermediate
3950;5;30;135;COMPLETO;exuding
3951;5;19;46;COMPLETO;Fundamental
3952;5;2;43;DIURNO;neural-net
3953;5;45;64;DIURNO;Monitored
3954;5;11;149;NOCTURNO;user-facing
3955;5;63;60;NOCTURNO;leading edge
3956;5;33;244;NOCTURNO;core
3957;5;14;287;COMPLETO;budgetary management
3958;5;9;265;NOCTURNO;real-time
3959;5;50;77;COMPLETO;Open-source
3960;5;56;188;COMPLETO;solution-oriented
3961;5;49;244;NOCTURNO;superstructure
3962;5;58;290;DIURNO;time-frame
3963;5;25;280;DIURNO;leading edge
3964;5;51;300;DIURNO;portal
3965;5;5;253;NOCTURNO;zero administration
3966;5;9;285;DIURNO;task-force
3967;5;20;49;DIURNO;Fundamental
3968;5;41;17;DIURNO;Cross-platform
3969;5;4;138;DIURNO;Realigned
3970;5;4;69;DIURNO;frame
3971;5;44;288;DIURNO;instruction set
3972;5;17;248;NOCTURNO;Streamlined
3973;5;4;141;DIURNO;Distributed
3974;5;3;166;COMPLETO;framework
3975;5;69;13;NOCTURNO;product
3976;5;25;285;DIURNO;Inverse
3977;5;30;112;COMPLETO;clear-thinking
3978;5;22;11;DIURNO;policy
